RESTAURANT_ID;NAME;ADRESS;REVIEW_COUNT_TRIP;REVIEW_COUNT_GOOGLE;PRICE_RANGE_TRIP;CITY;PLZ;KREIS;AVERAGE_REVIEW_TRIP;AVERAGE_REVIEW_GOOGLE;WEIGHTED AVERAGE REVIEW;DATA_SOURCE;alt_Google_clean.Restaurantname;alt_Beide Quellen?;alt_Trip_Küche;alt_Google_clean.Ort;alt_Google_clean.PLZ;alt_Google_clean.Strasse;alt_Google_KÜCHE;alt_Merged_Küche;alt_Google_clean.Preis;SUM REVIEW COUNT;PRICE_NUMERIC;WEIGHTED RATING;Lage
1575;Osteria Borgo;;67;;€€ - €€€;;8001;Kreis 1;4;;4;Tripadvisor;;No;Europäisch, Italienisch, Mediterran;;;;;Europäisch, Italienisch, Mediterran, ;;67;3;4.056321839;Zentrum
1576;Osteria Da Francesco;Bahnhofstrasse 29;10;;;Thalwil;8800;Aglo.;5;;5;Tripadvisor;;No;Italienisch, Mediterran, Süditalienisch;;;;;Italienisch, Mediterran, Süditalienisch, ;;10;0;4.496666667;Aglo.
1577;Osteria Estia;Marktgasse 29;26;;€€ - €€€;Buelach;8180;Aglo.;4;;4;Tripadvisor;;No;Italienisch, Mediterran, Griechisch;;;;;Italienisch, Mediterran, Griechisch, ;;26;3;4.106521739;Aglo.
1578;Osteria Santo Bevitore;Rotwandstrasse 49;53;;€€ - €€€;Zürich;8004;Kreis 4;3.5;;3.5;Tripadvisor;;No;Europäisch, Italienisch, Mediterran;;;;;Europäisch, Italienisch, Mediterran, ;;53;3;3.704109589;Zentrum
1579;Pad Thai Res. und Take;Badenerstrasse 3;28;;€€ - €€€;Dietikon;8953;Aglo.;4.5;;4.5;Tripadvisor;;No;Asiatisch, Thailändisch;;;;;Asiatisch, Thailändisch, ;;28;3;4.39375;Aglo.
1580;Paddy Reillys Irish Pub;Talstrasse 82;191;;€€ - €€€;Zürich;8001;Kreis 1;3.5;;3.5;Tripadvisor;;No;Bar, International, Irisch;;;;;Bar, International, Irisch, ;;191;3;3.570616114;Zentrum
1581;Paladar Español;Dorfplatz 1;2;;€€ - €€€;Horgen;8810;Aglo.;3;;3;Tripadvisor;;No;Spanisch;;;;;Spanisch, ;;2;3;4.131818182;Aglo.
1582;Palette Restaurant Café Bar;Schutzengasse 7;78;;€€ - €€€;Zürich;8001;Kreis 1;4;;4;Tripadvisor;;No;Europäisch, Mediterran, Café;;;;;Europäisch, Mediterran, Café, ;;78;3;4.05;Zentrum
1583;Panama Bar - Grill;Lettensteg 10;9;;;Zürich;8037;Kreis 10;4;;4;Tripadvisor;;No;Bar;;;;;Bar, ;;9;0;4.168965517;Zentrum
1584;Panda China Restaurant;Grabenstrasse 6;2;;;Schlieren;8952;Aglo.;4.5;;4.5;Tripadvisor;;No;Asiatisch, Chinesisch;;;;;Asiatisch, Chinesisch, ;;2;0;4.268181818;Aglo.
1585;Panino Tarantino;Zürichstrasse 29;4;;€;Bruttisellen;8306;Aglo.;5;;5;Tripadvisor;;No;Italienisch;;;;;Italienisch, ;;4;1;4.370833333;Aglo.
1586;Paninoteca La Penisola;Giessereistrasse 18;4;;;Zürich;8005;Kreis 5;5;;5;Tripadvisor;;No;Italienisch;;;;;Italienisch, ;;4;0;4.370833333;Zentrum
1587;Panorama;Franklinplatz Gubelhangstrasse 24;5;;;Zürich;8050;Kreis 11;4;;4;Tripadvisor;;No;Fast Food;;;;;Fast Food, ;;5;0;4.196;Zentrum
1588;Paparazzi Ristorante, Pizzeria;Kasernenstrasse 6;154;;€€ - €€€;Buelach;8180;Aglo.;4.5;;4.5;Tripadvisor;;No;Italienisch, Mediterran, Pizza;;;;;Italienisch, Mediterran, Pizza, ;;154;3;4.470689655;Aglo.
1589;Park im Gruene;Alsenstrasse 40;28;;€;Rüschlikon;8803;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;28;1;4.102083333;Aglo.
1590;Park Stadelhofen;Stadelhoferplatz;13;;€€ - €€€;Zürich;8001;Kreis 1;3.5;;3.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;13;3;3.951515152;Zentrum
1591;Parkbad Seerose;Seegartenstrasse 20;13;;€€ - €€€;Horgen;8810;Aglo.;4;;4;Tripadvisor;;No;;;;;;, ;;13;3;4.148484848;Aglo.
1592;Pasta Oase;Industriestrasse 30;9;;€€ - €€€;Zürich;8304;Aglo.;5;;5;Tripadvisor;;No;Schweizerisch, Italienisch, Fast Food;;;;;Schweizerisch, Italienisch, Fast Food, ;;9;3;4.479310345;Aglo.
1593;Pasta Rada GmbH;Aemtelerstr 16;7;;€€ - €€€;Zürich;8003;Kreis 3;4.5;;4.5;Tripadvisor;;No;Italienisch, Mediterran;;;;;Italienisch, Mediterran, ;;7;3;4.311111111;Zentrum
1594;Pause im Foifi;Foerrlibuckstrasse 70;2;;;Zürich;8005;Kreis 5;3.5;;3.5;Tripadvisor;;No;Europäisch, Café, International, Weinbars & Weinstuben;;;;;Europäisch, Café, International, Weinbars & Weinstuben, ;;2;0;4.177272727;Zentrum
1595;Paydos Meze & Grill;Schaffhauserstrasse 115;3;;;Zürich;8057;Kreis 6;5;;5;Tripadvisor;;No;Mediterran, Türkisch, Griechisch;;;;;Mediterran, Türkisch, Griechisch, ;;3;0;4.343478261;Zentrum
1596;Peace House;Bahnhofplatz 16;12;;;Dietikon;8953;Aglo.;4;;4;Tripadvisor;;No;Asiatisch;;;;;Asiatisch, ;;12;0;4.153125;Aglo.
1597;Pegasus Small World;Habersaat 3;4;;€€ - €€€;Breiten (Aeugstertal);8914;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;4;3;4.120833333;Aglo.
1598;Peking Garden;Langstrasse 13;41;;€;Zürich;8004;Kreis 4;3.5;;3.5;Tripadvisor;;No;Asiatisch, Chinesisch;;;;;Asiatisch, Chinesisch, ;;41;1;3.744262295;Zentrum
1599;Peking Garden;Hardturmstrasse 161;63;;€;Zürich;8005;Kreis 5;3;;3;Tripadvisor;;No;Asiatisch, Chinesisch, Sushi;;;;;Asiatisch, Chinesisch, Sushi, ;;63;1;3.3;Zentrum
1600;Peking Garden;Bankstrasse 7;41;;€;Uster;8610;Aglo.;3;;3;Tripadvisor;;No;Asiatisch;;;;;Asiatisch, ;;41;1;3.408196721;Aglo.
1601;Perché No Pasta Bar;Ringstrasse 3;4;;€€ - €€€;Schlieren;8952;Aglo.;5;;5;Tripadvisor;;No;Italienisch, Bar, Amerikanisch, Französisch;;;;;Italienisch, Bar, Amerikanisch, Französisch, ;;4;3;4.370833333;Aglo.
1602;Petite Madinina;Leutschenbachstrasse 52;2;;;Zürich;8050;Kreis 11;5;;5;Tripadvisor;;No;Karibisch;;;;;Karibisch, ;;2;0;4.313636364;Zentrum
1603;Petras Tip Top Bar;Seilergraben 13;7;;;Zürich;8001;Kreis 1;4;;4;Tripadvisor;;No;Bar, Pub;;;;;Bar, Pub, ;;7;0;4.181481481;Zentrum
1604;Pfünderli;Allmend 3;18;;€€ - €€€;Widen;8967;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;18;3;4.365789474;Aglo.
1605;Pho 50;Zypressenstrasse 50;73;;€€ - €€€;Zürich;8004;Kreis 4;4;;4;Tripadvisor;;No;Asiatisch, Vietnamesisch;;;;;Asiatisch, Vietnamesisch, ;;73;3;4.052688172;Zentrum
1606;Pho 50;Stauffacherstrasse 101;6;;€;Zürich;8004;Kreis 4;5;;5;Tripadvisor;;No;Asiatisch, Vietnamesisch;;;;;Asiatisch, Vietnamesisch, ;;6;1;4.419230769;Zentrum
1607;Pho Mai;Rotwandstrasse 51;31;;€€ - €€€;Zürich;8004;Kreis 4;4.5;;4.5;Tripadvisor;;No;Asiatisch, Gesund, Vietnamesisch;;;;;Asiatisch, Gesund, Vietnamesisch, ;;31;3;4.4;Zentrum
1608;PHO NA;Josefstrasse 42;45;;€;Zürich;8005;Kreis 5;4.5;;4.5;Tripadvisor;;No;Asiatisch, Vietnamesisch, Suppen;;;;;Asiatisch, Vietnamesisch, Suppen, ;;45;1;4.421538462;Zentrum
1609;Pho Viet;Zuercherstrasse 91;7;;;Schlieren;8952;Aglo.;4.5;;4.5;Tripadvisor;;No;Asiatisch, Vietnamesisch;;;;;Asiatisch, Vietnamesisch, ;;7;0;4.311111111;Aglo.
1610;Pho Vietnam;Langstrasse 13;71;;€;Zürich;8004;Kreis 4;4;;4;Tripadvisor;;No;Asiatisch, Fast Food, Vietnamesisch;;;;;Asiatisch, Fast Food, Vietnamesisch, ;;71;1;4.053846154;Zentrum
1611;Phuket Asia Center;Schoeneggstrasse 21;33;;€€ - €€€;Zürich;8004;Kreis 4;4.5;;4.5;Tripadvisor;;No;Asiatisch, Thailändisch;;;;;Asiatisch, Thailändisch, ;;33;3;4.403773585;Zentrum
1612;Piadina-Bar;Niederdorfstrasse 2;90;;€;Zürich;8001;Kreis 1;4;;4;Tripadvisor;;No;Italienisch;;;;;Italienisch, ;;90;1;4.044545455;Zentrum
1613;PiadinaOnTour;;1;;;;8604;Aglo.;5;;5;Tripadvisor;;No;;;;;;, ;;1;0;4.280952381;Aglo.
1614;Piazza;Idaplatz 2;43;;€€ - €€€;Zürich;8003;Kreis 3;3.5;;3.5;Tripadvisor;;No;Europäisch, Mitteleuropäisch;;;;;Europäisch, Mitteleuropäisch, ;;43;3;3.736507937;Zentrum
1615;Piazzetta;Bahnhofstrasse 87;11;;€€ - €€€;Zürich;8001;Kreis 1;3;;3;Tripadvisor;;No;Mediterran;;;;;Mediterran, ;;11;3;3.803225806;Zentrum
1616;Pinatubo Philippines Restaurant;Klingenstrasse 33;4;;€€ - €€€;Zürich;8005;Kreis 5;3.5;;3.5;Tripadvisor;;No;Asiatisch, Sushi, Philippinisch;;;;;Asiatisch, Sushi, Philippinisch, ;;4;3;4.120833333;Zentrum
1617;Pip Squeak;Dorfstrasse 13;3;;;Küsnacht;8700;Aglo.;5;;5;Tripadvisor;;No;;;;;;, ;;3;0;4.343478261;Aglo.
1618;Piratino;Badenerstrasse 696;3;;;Zürich;8048;Kreis 9;3.5;;3.5;Tripadvisor;;No;;;;;;, ;;3;0;4.147826087;Zentrum
1619;Pizza & Pasta Kurier im Guet;Birmensdorferstrasse 450;7;;€€ - €€€;Zürich;8055;Kreis 3;4;;4;Tripadvisor;;No;Italienisch, Pizza;;;;;Italienisch, Pizza, ;;7;3;4.181481481;Zentrum
1620;Pizza Bonjour;Hagenholzstrasse 102;6;;;Zürich;8050;Kreis 11;3.5;;3.5;Tripadvisor;;No;Italienisch, Pizza;;;;;Italienisch, Pizza, ;;6;0;4.073076923;Zentrum
1621;Pizza Fitt;Grubenstrasse 9;9;;;Urdorf;8902;Aglo.;5;;5;Tripadvisor;;No;Italienisch, Pizza;;;;;Italienisch, Pizza, ;;9;0;4.479310345;Aglo.
1622;Pizza forte;Seestrasse 93;1;;;Uster;8610;Aglo.;5;;5;Tripadvisor;;No;Pizza;;;;;Pizza, ;;1;0;4.280952381;Aglo.
1623;Pizza Kurier Volante;Regensdorferstrasse 14;4;;€€ - €€€;Dällikon;8108;Aglo.;3.5;;3.5;Tripadvisor;;No;Italienisch, Mediterran, Pizza;;;;;Italienisch, Mediterran, Pizza, ;;4;3;4.120833333;Aglo.
1624;Pizza Pasta Ciao;Weinbergstrasse 26;5;;;Zürich;8001;Kreis 1;4;;4;Tripadvisor;;No;Italienisch, Pizza;;;;;Italienisch, Pizza, ;;5;0;4.196;Zentrum
1625;Pizza Punto Rosso;Im Zentrum 4;2;;€€ - €€€;Zürich;8634;Aglo.;4;;4;Tripadvisor;;No;Italienisch, Pizza;;;;;Italienisch, Pizza, ;;2;3;4.222727273;Aglo.
1626;Pizza Restaurant Rosa;Birmensfirferstr 249;3;;;Zürich;8055;Kreis 3;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Italienisch, Pizza;;;;;Europäisch, Schweizerisch, Italienisch, Pizza, ;;3;0;4.27826087;Zentrum
1627;Pizza-Dome Haslen;Unterrütistrasse 2;38;;€€ - €€€;Langnau am Albis;8135;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Pizza;;;;;Europäisch, Schweizerisch, Pizza, ;;38;3;4.412068966;Aglo.
1628;Pizza-Kurier Fulmine;Zuerichstrasse 57;20;;€€ - €€€;Affoltern am Albis;8910;Aglo.;3.5;;3.5;Tripadvisor;;No;Italienisch, Pizza;;;;;Italienisch, Pizza, ;;20;3;3.8725;Aglo.
1629;Pizzakurier Rucola;Hardturmstrasse 394;12;;€;Zürich;8005;Kreis 5;5;;5;Tripadvisor;;No;Italienisch, Pizza, Fast Food;;;;;Italienisch, Pizza, Fast Food, ;;12;1;4.528125;Zentrum
1630;PIZZAWAY thats amore...;Wiesenstrasse 3;54;;€;Schlieren;8952;Aglo.;4;;4;Tripadvisor;;No;Italienisch, Mediterran, Pizza;;;;;Italienisch, Mediterran, Pizza, ;;54;1;4.066216216;Aglo.
1631;Pizzeria Ararat Take Away Pizza Kebab;Bertastrasse 1;9;;€;Zürich;8003;Kreis 3;4;;4;Tripadvisor;;No;Pizza, Türkisch;;;;;Pizza, Türkisch, ;;9;1;4.168965517;Zentrum
1632;Pizzeria Capri;Kilchbergstrasse 4;70;;€€ - €€€;Zürich;8134;Aglo.;4;;4;Tripadvisor;;No;Italienisch, Mediterran, Pizza;;;;;Italienisch, Mediterran, Pizza, ;;70;3;4.054444444;Aglo.
1633;Pizzeria Cuore Sportivo;Auenstrasse 10;19;;€€ - €€€;Dubendorf;8600;Aglo.;3.5;;3.5;Tripadvisor;;No;Schweizerisch, Italienisch, Pizza;;;;;Schweizerisch, Italienisch, Pizza, ;;19;3;3.882051282;Aglo.
1634;Pizzeria Da Pepino;Schaffhauserstrasse 469;8;;;Zürich;8052;Kreis 11;4;;4;Tripadvisor;;No;Italienisch, Pizza;;;;;Italienisch, Pizza, ;;8;0;4.175;Zentrum
1635;Pizzeria Don Emillio;Dübendorfstrasse.24;8;;;Zürich;8051;Kreis 12;3.5;;3.5;Tripadvisor;;No;Italienisch, Pizza;;;;;Italienisch, Pizza, ;;8;0;4.032142857;Zentrum
1636;Pizzeria Eggbühl;Zuercherstrasse 46;5;;€;Oberengstringen;8102;Aglo.;3;;3;Tripadvisor;;No;Bar, Pub;;;;;Bar, Pub, ;;5;1;3.996;Aglo.
1637;Pizzeria Fantastico;Dorfstrasse 44;1;;;Embrach;8424;Aglo.;5;;5;Tripadvisor;;No;Italienisch;;;;;Italienisch, ;;1;0;4.280952381;Aglo.
1638;Pizzeria Felice;Brunnenstrasse 8;4;;;Uster;8610;Aglo.;4.5;;4.5;Tripadvisor;;No;Italienisch, Pizza, Amerikanisch;;;;;Italienisch, Pizza, Amerikanisch, ;;4;0;4.2875;Aglo.
1639;Pizzeria Forte;Bankstrasse 40;40;;€€ - €€€;Uster;8610;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Italienisch, Pizza;;;;;Europäisch, Italienisch, Pizza, ;;40;3;4.415;Aglo.
1640;Pizzeria Grazie;Husacherstr. 2;11;;€€ - €€€;Wettswil;8907;Aglo.;4.5;;4.5;Tripadvisor;;No;Schweizerisch, Italienisch, Pizza;;;;;Schweizerisch, Italienisch, Pizza, ;;11;3;4.335483871;Aglo.
1641;Pizzeria il Punto;Alte Winterthurerstrasse 88;1;;;Zürich;8309;Aglo.;5;;5;Tripadvisor;;No;Italienisch;;;;;Italienisch, ;;1;0;4.280952381;Aglo.
1642;Pizzeria La Cucina;Fahrweidstrasse 54;5;;;Fahrweid;8951;Aglo.;3;;3;Tripadvisor;;No;Italienisch, Pizza;;;;;Italienisch, Pizza, ;;5;0;3.996;Aglo.
1643;Pizzeria LArco Dolce & Salato;Oberdorfstrasse 8;16;;€€ - €€€;Ruemlang;8153;Aglo.;4.5;;4.5;Tripadvisor;;No;Schweizerisch, Italienisch, Pizza;;;;;Schweizerisch, Italienisch, Pizza, ;;16;3;4.358333333;Aglo.
1644;Pizzeria Linde da Modesto;Linde 16;9;;€;Zürich;8194;Aglo.;4;;4;Tripadvisor;;No;Italienisch, Pizza;;;;;Italienisch, Pizza, ;;9;1;4.168965517;Aglo.
1645;Pizzeria Lowen;Bahnhofplatz 1;8;;€€ - €€€;Affoltern am Albis;8910;Aglo.;4;;4;Tripadvisor;;No;Italienisch;;;;;Italienisch, ;;8;3;4.175;Aglo.
1646;Pizzeria Papagallo Oberrieden;Seestrasse 96;32;;€€ - €€€;Oberrieden;8942;Aglo.;4.5;;4.5;Tripadvisor;;No;Italienisch, Mediterran, Pizza;;;;;Italienisch, Mediterran, Pizza, ;;32;3;4.401923077;Aglo.
1647;Pizzeria Pipponi;Gotthardstrasse 55;26;;€€ - €€€;Thalwil;8800;Aglo.;4;;4;Tripadvisor;;No;Italienisch, Mediterran, Pizza;;;;;Italienisch, Mediterran, Pizza, ;;26;3;4.106521739;Aglo.
1648;Pizzeria Ristorante Molino Gasometerstrasse;Gasometerstrasse 26;55;;€€ - €€€;Zürich;8005;Kreis 5;4.5;;4.5;Tripadvisor;;No;Italienisch, Mediterran, Pizza;;;;;Italienisch, Mediterran, Pizza, ;;55;3;4.432;Zentrum
1649;Pizzeria Ristorante Molino, Affoltern am Albis;Obstgartenstrasse 5;205;;€€ - €€€;Affoltern am Albis;8910;Aglo.;4;;4;Tripadvisor;;No;Italienisch, Mediterran, Pizza;;;;;Italienisch, Mediterran, Pizza, ;;205;3;4.021777778;Aglo.
1650;Pizzeria Ristorante Molino, Dietikon;Badenerstrasse 21;139;;€€ - €€€;Dietikon;8953;Aglo.;4;;4;Tripadvisor;;No;Italienisch, Mediterran, Pizza;;;;;Italienisch, Mediterran, Pizza, ;;139;3;4.03081761;Aglo.
1651;Pizzeria Ristorante Molino, Select;Limmatquai 16;102;;€€ - €€€;Zürich;8001;Kreis 1;3.5;;3.5;Tripadvisor;;No;Italienisch, Mediterran, Pizza;;;;;Italienisch, Mediterran, Pizza, ;;102;3;3.622131148;Zentrum
1652;Pizzeria Ristorante Molino, Uster;Poststrasse 20;133;;€€ - €€€;Uster;8610;Aglo.;4;;4;Tripadvisor;;No;Italienisch, Mediterran, Pizza;;;;;Italienisch, Mediterran, Pizza, ;;133;3;4.032026144;Aglo.
1653;Pizzeria Testarossa;Bremgarterstrasse 31;93;;€€ - €€€;Widen;8967;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch, Italienisch, Mediterran;;;;;Europäisch, Italienisch, Mediterran, ;;93;3;3.631858407;Aglo.
1654;Pizzeria Wändli;Untere Zelglistr.11;9;;€;Dubendorf;8600;Aglo.;5;;5;Tripadvisor;;No;Europäisch, Italienisch, Mitteleuropäisch;;;;;Europäisch, Italienisch, Mitteleuropäisch, ;;9;1;4.479310345;Aglo.
1655;Pizzeria Wollenhof;Rallikerstrasse 21;13;;€€ - €€€;Moenchaltdorf;8617;Aglo.;4;;4;Tripadvisor;;No;Italienisch, Pizza;;;;;Italienisch, Pizza, ;;13;3;4.148484848;Aglo.
1656;Pizzeria-Ristorante Buongiorno;Hagenholzstrasse 102;15;;€€ - €€€;Zürich;8050;Kreis 11;3;;3;Tripadvisor;;No;Europäisch, Italienisch, Pizza;;;;;Europäisch, Italienisch, Pizza, ;;15;3;3.711428571;Zentrum
1657;Planted. Bistro By Hiltl;Kemptpark 32;1;;;Kemptthal;8310;Aglo.;5;;5;Tripadvisor;;No;Europäisch, Schweizerisch, Asiatisch;;;;;Europäisch, Schweizerisch, Asiatisch, ;;1;0;4.280952381;Aglo.
1658;Plisi Restaurant;Wallisellenstrasse 7;17;;€€ - €€€;Dubendorf;8600;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Albanisch;;;;;Europäisch, Albanisch, ;;17;3;4.362162162;Aglo.
1659;Porchetta Imbiss;Holunderweg 25;6;;€;Zürich;8050;Kreis 11;5;;5;Tripadvisor;;No;Italienisch;;;;;Italienisch, ;;6;1;4.419230769;Zentrum
1660;Pöschtli Beck AG;Poststrasse 1;9;;€€ - €€€;Obfelden;8912;Aglo.;4.5;;4.5;Tripadvisor;;No;Deli;;;;;Deli, ;;9;3;4.324137931;Aglo.
1661;Post Adlikon;Unterdorfstrasse 3;16;;€€ - €€€;Zürich;8452;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch, Schweizerisch, Deutsch;;;;;Europäisch, Schweizerisch, Deutsch, ;;16;3;3.913888889;Aglo.
1662;Pot Bellys;Soodring 21;40;;€€ - €€€;Zürich;8134;Aglo.;4.5;;4.5;Tripadvisor;;No;Bar, Pub;;;;;Bar, Pub, ;;40;3;4.415;Aglo.
1663;Propino Pizza;Affolternstrasse 5;1;;;Hedingen;8908;Aglo.;5;;5;Tripadvisor;;No;Pizza;;;;;Pizza, ;;1;0;4.280952381;Aglo.
1664;Pumpstation;Seeanlage Utoquai;175;;€€ - €€€;Zürich;8008;Kreis 8;3;;3;Tripadvisor;;No;Schweizerisch, Bar, Barbecue;;;;;Schweizerisch, Bar, Barbecue, ;;175;3;3.127692308;Zentrum
1665;PURO | The Social Club;Fraumünsterstrasse 25;122;;€€€€;Zürich;8001;Kreis 1;4;;4;Tripadvisor;;No;Europäisch, Mitteleuropäisch, Gesund;;;;;Europäisch, Mitteleuropäisch, Gesund, ;;122;4;4.034507042;Zentrum
1666;Putput Take-Away;Stauffacherstrasse 101;5;;;Zürich;8004;Kreis 4;5;;5;Tripadvisor;;No;Japanisch;;;;;Japanisch, ;;5;0;4.396;Zentrum
1667;Qirin - sushi and drinks;Baslerstrasse 141;3;;;Zürich;8048;Kreis 9;3.5;;3.5;Tripadvisor;;No;Japanisch;;;;;Japanisch, ;;3;0;4.147826087;Zentrum
1668;QN-Restaurant;Rikonerstrasse 52;70;;€€ - €€€;Effretikon;8307;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;70;3;4.054444444;Aglo.
1669;Quartier Beck;Mattenhof 4;5;;;Zürich;8051;Kreis 12;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Café;;;;;Europäisch, Schweizerisch, Café, ;;5;0;4.296;Zentrum
1670;Queen Idia;Badenerstrasse 125;32;;€€ - €€€;Zürich;8004;Kreis 4;3.5;;3.5;Tripadvisor;;No;Schweizerisch, Afrikanisch, Gasthausbrauerei;;;;;Schweizerisch, Afrikanisch, Gasthausbrauerei, ;;32;3;3.786538462;Zentrum
1671;RAW by Michael Adams;Ackerstrasse 56;1;;€€ - €€€;Zürich;8005;Kreis 5;5;;5;Tripadvisor;;No;Japanisch, Sushi, Peruanisch;;;;;Japanisch, Sushi, Peruanisch, ;;1;3;4.280952381;Zentrum
1672;Rebstock;Dorfstrasse 18;57;;€€ - €€€;Thalwil;8800;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;57;3;4.433766234;Aglo.
1673;Rebstock da Mario;Buelachstrasse 10;17;;€€ - €€€;Oberglatt;8154;Aglo.;4.5;;4.5;Tripadvisor;;No;Schweizerisch, Italienisch, Pizza;;;;;Schweizerisch, Italienisch, Pizza, ;;17;3;4.362162162;Aglo.
1674;Regenbogen Bar;Rosengasse 6;42;;€€ - €€€;Zürich;8001;Kreis 1;4;;4;Tripadvisor;;No;Bar, Pub;;;;;Bar, Pub, ;;42;3;4.079032258;Zentrum
1675;Relais des Arts - Restaurant Im Crowne Plaza Zurich;Badener Strasse;14;;€€€€;Zürich;8040;Aglo.;4.5;;4.5;Tripadvisor;;No;International;;;;;International, ;;14;4;4.35;Aglo.
1676;Renggergut;Renggerstrasse 68;9;;€;Zürich;8038;Kreis 2;5;;5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;9;1;4.479310345;Zentrum
1677;Restaurant - Boucherie AuGust;Rennweg 1;532;;€€ - €€€;Zürich;8001;Kreis 1;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;532;3;4.008876812;Zentrum
1678;Restaurant - Pizzeria Corona;Bahnhofstrasse 15;91;;€€ - €€€;Schlieren;8952;Aglo.;4.5;;4.5;Tripadvisor;;No;Schweizerisch, Italienisch, Pizza;;;;;Schweizerisch, Italienisch, Pizza, ;;91;3;4.454054054;Aglo.
1679;Restaurant & Bistro LaVita;In der Au 6;2;;€€ - €€€;Volketswil;8604;Aglo.;5;;5;Tripadvisor;;No;Schweizerisch, Italienisch, Mediterran;;;;;Schweizerisch, Italienisch, Mediterran, ;;2;3;4.313636364;Aglo.
1680;Restaurant & Pizzeria Sofra;Bahnhofstrasse 16;16;;€€ - €€€;Killwangen;8956;Aglo.;3.5;;3.5;Tripadvisor;;No;Italienisch, Pizza, Orientalisch;;;;;Italienisch, Pizza, Orientalisch, ;;16;3;3.913888889;Aglo.
1681;Restaurant «Zu den Zwei Raben»;Chlosterstrasse 8109;83;;€€ - €€€;Unterengstringen;8109;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch, Schweizerisch, Speiselokal;;;;;Europäisch, Schweizerisch, Speiselokal, ;;83;3;3.644660194;Aglo.
1682;Restaurant 8048;Lindenplatz 5;6;;;Zürich;8048;Kreis 9;3;;3;Tripadvisor;;No;;;;;;, ;;6;0;3.957692308;Zentrum
1683;Restaurant 8610;Friedhofstrasse 3;47;;€€ - €€€;Uster;8610;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;47;3;4.423880597;Aglo.
1684;Restaurant 8610 am See;Seeweg Bei Schifflände;43;;€€ - €€€;Uster;8610;Aglo.;3.5;;3.5;Tripadvisor;;No;;;;;;, ;;43;3;3.736507937;Aglo.
1685;Restaurant a fatt;Limmatstrasse 189;19;;€€ - €€€;Zürich;8005;Kreis 5;4.5;;4.5;Tripadvisor;;No;Asiatisch, Chinesisch, Schanghai;;;;;Asiatisch, Chinesisch, Schanghai, ;;19;3;4.369230769;Zentrum
1686;Restaurant Acasa;Binzmuehlestrasse 72;16;;€€ - €€€;Zürich;8050;Kreis 11;5;;5;Tripadvisor;;No;Italienisch, Mediterran, Bar;;;;;Italienisch, Mediterran, Bar, ;;16;3;4.580555556;Zentrum
1687;Restaurant Aemtlerstuebli;Zuerichstrasse 54;5;;€€ - €€€;Affoltern am Albis;8910;Aglo.;3;;3;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;5;3;3.996;Aglo.
1688;Restaurant Albis;Birrwaldstrasse 1;33;;€€ - €€€;Langnau am Albis;8135;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;33;3;4.09245283;Aglo.
1689;Restaurant Alex;Seestrasse 182;15;;€€€€;Thalwil;8800;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch;;;;;Europäisch, ;;15;4;3.925714286;Aglo.
1690;Restaurant Alpenblick;Toggwil 5;69;;€€ - €€€;Meilen;8706;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;69;3;4.05505618;Aglo.
1691;Restaurant Alte Post (Postli);Restaurant Alte Post (Postli) Pöstliweg 1;17;;€€ - €€€;Breiten (Aeugstertal);8914;Aglo.;5;;5;Tripadvisor;;No;;;;;;, ;;17;3;4.591891892;Aglo.
