RESTAURANT_ID;NAME;ADRESS;REVIEW_COUNT_TRIP;REVIEW_COUNT_GOOGLE;PRICE_RANGE_TRIP;CITY;PLZ;KREIS;AVERAGE_REVIEW_TRIP;AVERAGE_REVIEW_GOOGLE;WEIGHTED AVERAGE REVIEW;DATA_SOURCE;alt_Google_clean.Restaurantname;alt_Beide Quellen?;alt_Trip_Küche;alt_Google_clean.Ort;alt_Google_clean.PLZ;alt_Google_clean.Strasse;alt_Google_KÜCHE;alt_Merged_Küche;alt_Google_clean.Preis;SUM REVIEW COUNT;PRICE_NUMERIC;WEIGHTED RATING;Lage
1692;Restaurant Alte Sonne;Alte Landstrasse 57;23;;€€ - €€€;Meilen;8706;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, International;;;;;Europäisch, Schweizerisch, International, ;;23;3;4.381395349;Aglo.
1693;Restaurant am Chappeli;Chappelistrasse 1;45;;€€ - €€€;Volketswil;8604;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;45;3;4.075384615;Aglo.
1694;Restaurant Ameo;Zentralstrasse 36;5;;;Zürich;8003;Kreis 3;5;;5;Tripadvisor;;No;;;;;;, ;;5;0;4.396;Zentrum
1695;Restaurant Andulino;Goldschlaegiplatz 2;15;;€€ - €€€;Schlieren;8952;Aglo.;3.5;;3.5;Tripadvisor;;No;;;;;;, ;;15;3;3.925714286;Aglo.
1696;Restaurant Arena Bar;Zentralstrasse 28;30;;€€ - €€€;Uster;8610;Aglo.;4;;4;Tripadvisor;;No;Italienisch, Mediterran, Pizza;;;;;Italienisch, Mediterran, Pizza, ;;30;3;4.098;Aglo.
1697;Restaurant Bahnhof;Neue Dorfstrasse 1;6;;€€ - €€€;Langnau am Albis;8135;Aglo.;5;;5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;6;3;4.419230769;Aglo.
1698;Restaurant Bai Ka Prao;Regensdorferstrasse 14;24;;€€ - €€€;Dällikon;8108;Aglo.;5;;5;Tripadvisor;;No;Asiatisch, Thailändisch;;;;;Asiatisch, Thailändisch, ;;24;3;4.656818182;Aglo.
1699;Restaurant Bar Helvetia;Stauffacherquai 1;362;;€€ - €€€;Zürich;8004;Kreis 4;4.5;;4.5;Tripadvisor;;No;Schweizerisch, Mediterran, International;;;;;Schweizerisch, Mediterran, International, ;;362;3;4.486649215;Zentrum
1700;Restaurant Bären;Bahnhofplatz 5;31;;€€ - €€€;Dietikon;8953;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch, Italienisch;;;;;Europäisch, Italienisch, ;;31;3;3.792156863;Aglo.
1701;Restaurant Bellavista;Honggerbergring 47;14;;€€ - €€€;Zürich;8093;Aglo.;4.5;;4.5;Tripadvisor;;No;Schweizerisch, Italienisch, Französisch;;;;;Schweizerisch, Italienisch, Französisch, ;;14;3;4.35;Aglo.
1702;Restaurant Bergli;Bergstrasse 34;2;;;Baden;8962;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;2;0;4.268181818;Aglo.
1703;Restaurant Bernerhof;Zeughausstrasse 1;138;;€€ - €€€;Zürich;8004;Kreis 4;3.5;;3.5;Tripadvisor;;No;Europäisch, Mitteleuropäisch, Österreichisch;;;;;Europäisch, Mitteleuropäisch, Österreichisch, ;;138;3;3.594303797;Zentrum
1704;Restaurant Bethanien;Steinackerstrasse 19;25;;€;Spreitenbach;8957;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;25;1;4.386666667;Aglo.
1705;Restaurant Bistro;Bahnhofstrasse 28;1;;;Effretikon;8307;Aglo.;5;;5;Tripadvisor;;No;Europäisch;;;;;Europäisch, ;;1;0;4.280952381;Aglo.
1706;Restaurant Blasihof;Blaesihof 1;23;;€€ - €€€;Winterberg;8312;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;23;3;4.381395349;Aglo.
1707;Restaurant Blüemlisalp;Blüemlisalpstr.91;63;;€€ - €€€;Herrliberg;8704;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;63;3;4.059036145;Aglo.
1708;Restaurant Blume;Winterthurerstrasse 534;60;;€€€€;Zürich;8051;Kreis 12;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;60;4;4.43625;Zentrum
1709;Restaurant Boom;Zürichstrasse 105;89;;€€ - €€€;Zürich;8134;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Amerikanisch;;;;;Europäisch, Amerikanisch, ;;89;3;4.044954128;Aglo.
1710;Restaurant Borsalino;Neuweg 4;2;;;Dubendorf;8600;Aglo.;3;;3;Tripadvisor;;No;Pizza, Fast Food;;;;;Pizza, Fast Food, ;;2;0;4.131818182;Aglo.
1711;Restaurant Brunnentor;Brunnenstrasse 21;94;;€€ - €€€;Uster;8610;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Mitteleuropäisch, Österreichisch;;;;;Europäisch, Mitteleuropäisch, Österreichisch, ;;94;3;4.042982456;Aglo.
1712;Restaurant Buchenegg;Stallikon 8143;118;;€€ - €€€;;8143;Aglo.;3;;3;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;118;3;3.180434783;Aglo.
1713;Restaurant Ca Mia;Hauptstrasse 12;1;;;Zürich;8156;Aglo.;4;;4;Tripadvisor;;No;;;;;;, ;;1;0;4.233333333;Aglo.
1714;Restaurant Campingplatz Türlersee;Türlen;24;;€€ - €€€;Hausen am Albis;8915;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;24;3;3.838636364;Aglo.
1715;Restaurant Centre Court;Dornauweg 3;2;;;Fahrweid;8951;Aglo.;5;;5;Tripadvisor;;No;Europäisch, Schweizerisch, Gesund, Grillspezialitäten;;;;;Europäisch, Schweizerisch, Gesund, Grillspezialitäten, ;;2;0;4.313636364;Aglo.
1716;Restaurant Centrum 68;Landstrasse 64;9;;€€ - €€€;Wurenlos;5436;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;9;3;4.324137931;Aglo.
1717;Restaurant Chalet India;Oberdorfstrasse 51;292;;€€ - €€€;Horgen;8810;Aglo.;4;;4;Tripadvisor;;No;Asiatisch, Indisch;;;;;Asiatisch, Indisch, ;;292;3;4.015705128;Aglo.
1718;Restaurant Chez Dannys;Anemonenstrasse;9;;€€ - €€€;Zürich;8047;Kreis 9;5;;5;Tripadvisor;;No;Schweizerisch, Italienisch, Irisch;;;;;Schweizerisch, Italienisch, Irisch, ;;9;3;4.479310345;Zentrum
1719;Restaurant Coco Grill & Bar;Bleicherweg 1;218;;€€€€;Zürich;8001;Kreis 1;4.5;;4.5;Tripadvisor;;No;Europäisch, Grillspezialitäten;;;;;Europäisch, Grillspezialitäten, ;;218;4;4.478571429;Zentrum
1720;Restaurant Commercio;Mühlebachstrasse 2;137;;€€ - €€€;Zürich;8008;Kreis 8;4;;4;Tripadvisor;;No;Europäisch, Italienisch, Mediterran;;;;;Europäisch, Italienisch, Mediterran, ;;137;3;4.031210191;Zentrum
1721;Restaurant ComViet;Gotthardstrasse 11;110;;€€ - €€€;Thalwil;8800;Aglo.;4.5;;4.5;Tripadvisor;;No;Asiatisch, Vietnamesisch;;;;;Asiatisch, Vietnamesisch, ;;110;3;4.460769231;Aglo.
1722;Restaurant Conrad;Sihlstrasse 31;56;;€€ - €€€;Zürich;8001;Kreis 1;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;56;3;4.064473684;Zentrum
1723;Restaurant Conti & Lounge-Bar;Heimstrasse 41;22;;;Dietikon;8953;Aglo.;3.5;;3.5;Tripadvisor;;No;Schweizerisch, Bar;;;;;Schweizerisch, Bar, ;;22;0;3.854761905;Aglo.
1724;Restaurant Crown of India;Zürichstrasse 105;49;;€€ - €€€;Maur;8123;Aglo.;3.5;;3.5;Tripadvisor;;No;Asiatisch, Indisch;;;;;Asiatisch, Indisch, ;;49;3;3.715942029;Aglo.
1725;Restaurant Cupola;Talackerstrasse 19;2;;;Zürich;8152;Aglo.;3.5;;3.5;Tripadvisor;;No;;;;;;, ;;2;0;4.177272727;Aglo.
1726;Restaurant Dar;Gasometerstrasse 5;25;;€€ - €€€;Zürich;8005;Kreis 5;4;;4;Tripadvisor;;No;Marokkanisch;;;;;Marokkanisch, ;;25;3;4.108888889;Zentrum
1727;Restaurant Don Peter;Zumikerstrasse 80;5;;€€ - €€€;Küsnacht;8700;Aglo.;4.5;;4.5;Tripadvisor;;No;Pizza, Grillspezialitäten, Argentinisch;;;;;Pizza, Grillspezialitäten, Argentinisch, ;;5;3;4.296;Aglo.
1728;Restaurant Dörfli;Zürcherstrasse 61;23;;€€ - €€€;Uitikon;8142;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Gesund;;;;;Europäisch, Schweizerisch, Gesund, ;;23;3;4.113953488;Aglo.
1729;Restaurant Dörfli;Allmendstrasse 4;1;;;Küsnacht;8700;Aglo.;5;;5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;1;0;4.280952381;Aglo.
1730;Restaurant Dörfli Maur;Rellikonstrasse 9;28;;€€ - €€€;Maur;8124;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;28;3;4.102083333;Aglo.
1731;Restaurant Dorfnaescht;Grubenstrasse 9;1;;;Kloten;8302;Aglo.;3;;3;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;1;0;4.185714286;Aglo.
1732;Restaurant Druckzentrum Bubenberg;Bubenbergstrasse 1;1;;;Zürich;8045;Kreis 3;4;;4;Tripadvisor;;No;;;;;;, ;;1;0;4.233333333;Zentrum
1733;Restaurant Eichhornli;Sonnenbergstrasse 1;5;;€€ - €€€;Mettmenstetten;8914;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;5;3;4.196;Aglo.
1734;Restaurant Emilio;Zweierstrasse 9;137;;€€€€;Zürich;8004;Kreis 4;4;;4;Tripadvisor;;No;Europäisch, Mediterran, Spanisch;;;;;Europäisch, Mediterran, Spanisch, ;;137;4;4.031210191;Zentrum
1735;Restaurant Erpel am Türlersee;Türlen 1;119;;€€ - €€€;Hausen am Albis;8915;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;119;3;3.607194245;Aglo.
1736;Restaurant Ewigliechtli;Rottenschwil 8919;14;;€€ - €€€;;8919;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;14;3;4.144117647;Aglo.
1737;Restaurant Falken;Dorfstrasse 22;80;;€€ - €€€;Küsnacht;8700;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Mediterran, Mitteleuropäisch;;;;;Europäisch, Mediterran, Mitteleuropäisch, ;;80;3;4.049;Aglo.
1738;Restaurant Felsenegg;Felsenegg 1;268;;€€ - €€€;Felsenegg;8143;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;268;3;4.017013889;Aglo.
1739;Restaurant Fiorello;Seestrasse 83;2;;;Erlenbach;8703;Aglo.;4.5;;4.5;Tripadvisor;;No;;;;;;, ;;2;0;4.268181818;Aglo.
1740;Restaurant First Place;Grindelstrasse 11;5;;;Bassersdorf;8303;Aglo.;4;;4;Tripadvisor;;No;;;;;;, ;;5;0;4.196;Aglo.
1741;Restaurant Fischstübli;Schifflaendestrasse 15;21;;€€ - €€€;Erlenbach;8703;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;21;3;4.375609756;Aglo.
1742;Restaurant Flora;Florastrasse 10;2;;;Zürich;8134;Aglo.;5;;5;Tripadvisor;;No;Italienisch;;;;;Italienisch, ;;2;0;4.313636364;Aglo.
1743;Restaurant Föhrewäldli;Brunaustrasse 194;21;;€€ - €€€;Fahrweid;8951;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Bar, Barbecue;;;;;Europäisch, Schweizerisch, Bar, Barbecue, ;;21;3;4.119512195;Aglo.
1744;Restaurant Freihof;Oberdorfstrasse 1;50;;€€ - €€€;Embrach;8424;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Deutsch;;;;;Europäisch, Schweizerisch, Deutsch, ;;50;3;4.427142857;Aglo.
1745;Restaurant Freihof;Mülistrasse 5;19;;€€ - €€€;Lufingen;8426;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Deutsch;;;;;Europäisch, Schweizerisch, Deutsch, ;;19;3;4.369230769;Aglo.
1746;Restaurant Freihof;Alte Landstrasse 11;19;;€€ - €€€;Oetwil an der Limmat;8955;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Italienisch;;;;;Europäisch, Schweizerisch, Italienisch, ;;19;3;4.125641026;Aglo.
1747;Restaurant Freihof;Zugerstrasse 20;26;;€€ - €€€;Horgen;8810;Aglo.;4;;4;Tripadvisor;;No;Schweizerisch, Italienisch, Pizza;;;;;Schweizerisch, Italienisch, Pizza, ;;26;3;4.106521739;Aglo.
1748;Restaurant Frieden;Dielsdorferstrasse 7;85;;€€€€;Niederhasli;8155;Aglo.;5;;5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;85;4;4.856190476;Aglo.
1749;Restaurant Frieden;Kasernenstrasse 120;12;;€€ - €€€;Buelach;8180;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;12;3;4.340625;Aglo.
1750;Restaurant Frieden;Dorfstrasse 4;113;;€€ - €€€;Bassersdorf;8303;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;113;3;4.461654135;Aglo.
1751;Restaurant Frieden;Usterstrasse 6;63;;€€ - €€€;Illnau;8308;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Steakhaus;;;;;Europäisch, Schweizerisch, Steakhaus, ;;63;3;4.059036145;Aglo.
1752;Restaurant Frieden;Zentralstrasse 30;9;;€;Uster;8610;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;9;1;4.324137931;Aglo.
1753;Restaurant Frohsinn;Altenweg 5;25;;€€ - €€€;Uitikon;8142;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;25;3;4.386666667;Aglo.
1754;Restaurant Frohsinn Buchs;Zürcherstrasse 14;8;;€€ - €€€;Buchs;8107;Aglo.;4.5;;4.5;Tripadvisor;;No;Schweizerisch;;;;;Schweizerisch, ;;8;3;4.317857143;Aglo.
1755;Restaurant Fujiya of Japan;Oberhauserstrasse 30;189;;€€€€;Zürich;8152;Aglo.;4.5;;4.5;Tripadvisor;;No;Asiatisch, Japanisch, Sushi;;;;;Asiatisch, Japanisch, Sushi, ;;189;4;4.475598086;Aglo.
1756;Restaurant Gaststuben;Seestrasse 120;10;;€€ - €€€;Küsnacht;8700;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;10;3;3.996666667;Aglo.
1757;Restaurant Glatthof;Schaffhauserstrasse 126;51;;€€ - €€€;Zürich;8152;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;51;3;3.709859155;Aglo.
1758;Restaurant Gnusswerk;Obertorplatz 1;8;;€€€€;Bremgarten;5620;Aglo.;4.5;;4.5;Tripadvisor;;No;Mediterran;;;;;Mediterran, ;;8;4;4.317857143;Aglo.
1759;Restaurant Golden Thai Food;Zürcherstrasse 59;87;;€€ - €€€;Thalwil;8800;Aglo.;4.5;;4.5;Tripadvisor;;No;Asiatisch, Thailändisch;;;;;Asiatisch, Thailändisch, ;;87;3;4.452336449;Aglo.
1760;Restaurant Golfclub Unterengstringen;In den Schanzen 1;2;;€€ - €€€;Fahrweid;8103;Aglo.;5;;5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;2;3;4.313636364;Aglo.
1761;Restaurant Guggi - Beizli;Am Lochenweiher 14;7;;;Bonstetten;8906;Aglo.;4.5;;4.5;Tripadvisor;;No;Café, Speiselokal;;;;;Café, Speiselokal, ;;7;0;4.311111111;Aglo.
1762;Restaurant Gusto Mediterraneo;Sägereistrasse 7;20;;€€ - €€€;Niederglatt;8172;Aglo.;5;;5;Tripadvisor;;No;Europäisch, Italienisch, Mediterran;;;;;Europäisch, Italienisch, Mediterran, ;;20;3;4.6225;Aglo.
1763;Restaurant Hagenholz;Hagenholzstrasse 110;1;;;Zürich;8050;Kreis 11;3;;3;Tripadvisor;;No;;;;;;, ;;1;0;4.185714286;Zentrum
1764;Restaurant Hallo India;Fahrweidstrasse 54;4;;€€ - €€€;Fahrweid;8951;Aglo.;3.5;;3.5;Tripadvisor;;No;;;;;;, ;;4;3;4.120833333;Aglo.
1765;Restaurant HAN Mongolian Barbecue;Industriestrasse 10;59;;€€ - €€€;Uster;8610;Aglo.;3.5;;3.5;Tripadvisor;;No;Asiatisch, Mongolisch;;;;;Asiatisch, Mongolisch, ;;59;3;3.688607595;Aglo.
1766;Restaurant Hardegg;Watterstr. 185;44;;€€ - €€€;Regensdorf;8105;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;44;3;3.7328125;Aglo.
1767;Restaurant Hardplatz Chez Thomas;Hardplatz 9;9;;€€€€;Zürich;8004;Kreis 4;4.5;;4.5;Tripadvisor;;No;Europäisch, Mediterran, Französisch;;;;;Europäisch, Mediterran, Französisch, ;;9;4;4.324137931;Zentrum
1768;Restaurant Haus zum Löwen;Rechengasse 2;29;;€€€€;Bremgarten;5620;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;29;4;4.395918367;Aglo.
1769;Restaurant Häxehüsli;Neue Winterthurerstrasse 15;88;;€€ - €€€;Bassersdorf;8303;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;88;3;4.04537037;Aglo.
1770;Restaurant Hecht;Hauptstrasse 2;70;;€€ - €€€;Rottenschwil;8919;Aglo.;4.5;;4.5;Tripadvisor;;No;;;;;;, ;;70;3;4.443333333;Aglo.
1771;Restaurant Heimat;Steinmurlistrasse 66;92;;€€ - €€€;Dietikon;8953;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Gesund;;;;;Europäisch, Schweizerisch, Gesund, ;;92;3;4.454464286;Aglo.
1772;Restaurant Henry;Lindenstrasse 3;12;;€€ - €€€;Rumlang;8153;Aglo.;5;;5;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;12;3;4.528125;Aglo.
1773;Restaurant Herrenberg;Herrenberg 384;43;;€€ - €€€;Bergdietikon;8962;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;43;3;4.077777778;Aglo.
1774;Restaurant Hirschen;Birmensdorferstrasse 54;68;;€€ - €€€;Oberwil-Lieli;8966;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;68;3;3.669318182;Aglo.
1775;Restaurant Hochwacht;Hochwacht 3;141;;€€ - €€€;Egg;8132;Aglo.;3;;3;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;141;3;3.154658385;Aglo.
1776;Restaurant Hofli;Landstrasse 26;22;;€€ - €€€;Otelfingen;8112;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;22;3;4.378571429;Aglo.
1777;Restaurant Holding;Ueberlandstrasse 271;9;;€€ - €€€;Dubendorf;8600;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;9;3;4.013793103;Aglo.
1778;Restaurant Hongkong Food Paradise Vertex;Thurgauerstrasse 32;30;;€€ - €€€;Zürich;8050;Kreis 11;4;;4;Tripadvisor;;No;Asiatisch;;;;;Asiatisch, ;;30;3;4.098;Zentrum
1779;Restaurant HONGXI;Zwinglistrasse 3;81;;€€€€;Zürich;8004;Kreis 4;3.5;;3.5;Tripadvisor;;No;Asiatisch, Chinesisch;;;;;Asiatisch, Chinesisch, ;;81;4;3.647524752;Zentrum
1780;Restaurant Hornegg;Seefeldstrasse 201;75;;€€ - €€€;Zürich;8008;Kreis 8;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;75;3;4.051578947;Zentrum
1781;Restaurant Hörnli;Hoernlistrasse 14;13;;€€ - €€€;Illnau;8308;Aglo.;5;;5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;13;3;4.542424242;Aglo.
1782;Restaurant Huserhof;Oberwilerstrasse 92;22;;€€ - €€€;Bremgarten;8918;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;22;3;4.116666667;Aglo.
1783;Restaurant Ignis Grill & Wine;Steinackerstrasse 1;30;;€€ - €€€;Brugg;5210;Aglo.;4.5;;4.5;Tripadvisor;;No;Bar, International, Steakhaus;;;;;Bar, International, Steakhaus, ;;30;3;4.398;Aglo.
1784;Restaurant im Hau;Im Hau 46;6;;;Zürich;8053;Kreis 7;4.5;;4.5;Tripadvisor;;No;;;;;;, ;;6;0;4.303846154;Zentrum
1785;Restaurant im Sorell Hotel Zürichberg;Orellistrasse 21;221;;€€ - €€€;Zürich;8044;Kreis 7;3.5;;3.5;Tripadvisor;;No;Europäisch, Schweizerisch, Mitteleuropäisch;;;;;Europäisch, Schweizerisch, Mitteleuropäisch, ;;221;3;3.561825726;Zentrum
1786;Restaurant JaVa 4;Javastrasse 4;5;;€€€€;Volketswil;8604;Aglo.;4;;4;Tripadvisor;;No;Schweizerisch, International, Speiselokal;;;;;Schweizerisch, International, Speiselokal, ;;5;4;4.196;Aglo.
1787;Restaurant JoJo in der St. Josefsstiftung;Badstrasse 4;4;;;Bremgarten;5620;Aglo.;4.5;;4.5;Tripadvisor;;No;;;;;;, ;;4;0;4.2875;Aglo.
1788;Restaurant Jungholz;Jungholzstrasse 43;3;;;Zürich;8050;Kreis 11;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;3;0;4.27826087;Zentrum
1789;Restaurant Kantine Hermetschloo;Hermetschloostrasse 70;2;;€;Zürich;8048;Kreis 9;5;;5;Tripadvisor;;No;;;;;;, ;;2;1;4.313636364;Zentrum
1790;Restaurant Kaserne;Kasernenstrasse 129;1;;;Buelach;8180;Aglo.;3;;3;Tripadvisor;;No;;;;;;, ;;1;0;4.185714286;Aglo.
1791;Restaurant Kastanie;Schulweg 7;97;;€€ - €€€;Uster;8610;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Italienisch, Mediterran;;;;;Europäisch, Italienisch, Mediterran, ;;97;3;4.041880342;Aglo.
1792;Restaurant Käthy;Wehntalerstrasse 451;4;;€;Zürich;8046;Kreis 11;5;;5;Tripadvisor;;No;;;;;;, ;;4;1;4.370833333;Zentrum
1793;Restaurant Köbis Promenade;Zugerstrasse 8;41;;€€ - €€€;Bremgarten;5620;Aglo.;3.5;;3.5;Tripadvisor;;No;Europäisch, Schweizerisch, Italienisch;;;;;Europäisch, Schweizerisch, Italienisch, ;;41;3;3.744262295;Aglo.
1794;Restaurant Kornfeld;Birchstrasse 150;8;;€;;8156;Aglo.;3.5;;3.5;Tripadvisor;;No;;;;;;, ;;8;1;4.032142857;Aglo.
1795;Restaurant Kreuz;Bergstrasse 161;16;;€€ - €€€;Horgen;8815;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch, Grillspezialitäten;;;;;Europäisch, Schweizerisch, Grillspezialitäten, ;;16;3;4.358333333;Aglo.
1796;Restaurant Kreuz;Unterdorfstrasse 61;3;;€€ - €€€;Zufikon;5621;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;3;3;4.27826087;Aglo.
1797;Restaurant Kreuzstrasse;Dorfstrasse 40;15;;€€ - €€€;Obfelden;8912;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch, Pizza;;;;;Europäisch, Schweizerisch, Pizza, ;;15;3;4.14;Aglo.
1798;Restaurant Krone;Muhlebergstrasse 4;40;;€€ - €€€;Affoltern am Albis;8910;Aglo.;4;;4;Tripadvisor;;No;Europäisch, Schweizerisch;;;;;Europäisch, Schweizerisch, ;;40;3;4.081666667;Aglo.
1799;Restaurant La Botte;Klotenerstrasse 25;60;;€€€€;Bassersdorf;8303;Aglo.;4.5;;4.5;Tripadvisor;;No;Europäisch, Italienisch, Mediterran;;;;;Europäisch, Italienisch, Mediterran, ;;60;4;4.43625;Aglo.
1800;Restaurant La Rotonda;Chriesiweg 1;46;;€€ - €€€;Jonen;8916;Aglo.;4;;4;Tripadvisor;;No;Schweizerisch;;;;;Schweizerisch, ;;46;3;4.074242424;Aglo.
1801;Restaurant La Rustica;General-Wille-Strasse 108;5;;€€ - €€€;Meilen;8706;Aglo.;5;;5;Tripadvisor;;No;Italienisch, Pizza, Neapolitanisch;;;;;Italienisch, Pizza, Neapolitanisch, ;;5;3;4.396;Aglo.
1802;Restaurant La Stazione;Bahnstrasse 5;40;;€€ - €€€;Schwerzenbach;8603;Aglo.;4;;4;Tripadvisor;;No;Schweizerisch, Italienisch, Mexikanisch;;;;;Schweizerisch, Italienisch, Mexikanisch, ;;40;3;4.081666667;Aglo.
1803;Restaurant La Terrasse;Badenerstrasse 537;57;;€€€€;Zürich;8048;Kreis 9;4;;4;Tripadvisor;;No;Europäisch, Mitteleuropäisch;;;;;Europäisch, Mitteleuropäisch, ;;57;4;4.063636364;Zentrum
