Name,Country,Year,Price,Rating,Rating Counter,Tastes
Naturaplan Bio Vacqueyras Terra Amata,Frankreich,2022,11.95,3.5,34,"['63.9921%', '49.0952%', '0px', '52.8095%']"
19 Crimes Red Blend South Eastern Australia - The Banished,Australien,2021,14.95,4.0,42645,"['85%', '44.2493%', '21.4666%', '42.0971%']"
Alentejo DOC Quinta da Vicosa João Portugal Ramos,Portugal,2019,24.95,4.2,500,"['66.6227%', '45.0791%', '6.92399%', '42.3663%']"
Côtes-du-Rhône AOP Château Saint-André,Frankreich,2022,8.95,3.5,402,"['64.5276%', '48.0256%', '0px', '51.622%']"
Sicilia DOC Bonera Mandrarossa,Italien,2020,12.95,3.6,2858,None
Douro Casa Ferreirinha Papa Figos,Portugal,2022,10.50,3.9,83693,"['74.162%', '52.5022%', '13.556%', '42.2915%']"
Natureo Tinto Torres alkoholfrei,Spanien,2023,9.95,3.6,5029,"['55.086%', '42.7503%', '14.0802%', '40.1993%']"
Piemonte DOC Barbera Amaranto Borgovecchio,Italien,2021,6.95,3.0,249,"['52.9944%', '22.8848%', '2.73315%', '63.0028%']"
Salquenen AOC Pinot Noir Grand Cru,Schweiz,2022,20.95,3.9,176,"['0px', '29.7239%', '4.29908%', '74.6626%']"
Veneto IGT Rosso Passito Amadea,Italien,2021,13.50,3.6,1603,"['60.138%', '39.3897%', '21.5878%', '25.9425%']"
Bonvillars AOC Pinot Noir Vin des Croisés Cave Viticulteurs de Bonvillars,Schweiz,2022,10.95,3.4,584,"['6.7879%', '19.6104%', '13.3863%', '65.2533%']"
Burgenland Blauer Zweigelt Mundart,Österreich,2021,7.95,3.3,1222,"['39.7081%', '45.127%', '10.7492%', '54.6979%']"
Chianti DOCG Borgovecchio,Italien,2022,15.95,3.3,81,"['42.5%', '67.5%', '0px', '67.9239%']"
Coop Fine Food Toscana IGT Geminus Teruzzi,Italien,2020,23.50,3.9,168,"['46.5599%', '52.0669%', '0px', '45.0176%']"
Côtes du Rhône AOP Croix d'Amont,Frankreich,,2.95,2.6,155,"['67.5%', '55%', '0px', '55%']"
Förstertropfen Kalterersee DOC,Italien,,4.95,2.9,30,"['67.5%', '42.5%', '5%', '17.5%']"
Primitivo di Manduria DOP Gocce Feudi Salentini,Italien,2019,19.50,4.2,5259,"['67.1283%', '22.7983%', '50.3772%', '11.4104%']"
Rioja DOCa Reserva Ondarre,Spanien,2022,9.95,3.9,24815,"['63.9008%', '60.6697%', '7.2376%', '60.1683%']"
Shiraz Coonawarra Wynns Estate,Australien,2019,8.75,3.6,7533,"['80.9473%', '44.566%', '17.0764%', '42.6277%']"
Graveline Assemblage Rouge AOC,Schweiz,,6.50,3.1,85,None
Binissalem Mallorca DO Crianza José L. Ferrer,Spanien,2019,13.50,3.7,6420,"['63.742%', '39.684%', '11.8197%', '41.7677%']"
Château du Port Cahors Cuvée Prestige AOC,Frankreich,2018,12.95,3.6,1333,"['66.7489%', '48.9467%', '4.22175%', '45.7228%']"
Château La Gurgue Margaux AOC,Frankreich,2018,24.35,3.9,3792,"['60.5863%', '62.6031%', '8.12439%', '68.8963%']"
Shiraz Kalimna Barossa Valley Australia Bin 28 Penfolds,Australien,2021,38.95,4.4,72,"['85%', '44.345%', '20.0971%', '42.5%']"
Toscana IGT Tignanello Antinori,Italien,2020,59.00,4.5,152977,None
Aargau AOC Blauburgunder Falkenkönig Weinkeller zum Stauffacher,Schweiz,2022,9.95,3.5,711,"['0px', '17.5846%', '18.8037%', '56.1499%']"
Barbera d'Asti DOCG Fontana La Spinetta,Italien,2021,17.50,3.8,692,"['56.3885%', '31.8145%', '3.98529%', '66.5939%']"
Brunello di Montalcino DOCG Greppone Mazzi,Italien,2018,56.50,4.2,9943,None
Château Marrin Saint-Emilion AOC Grand Cru,Frankreich,2018,19.95,4.1,22360,"['73.471%', '55.0242%', '7.41583%', '51.8486%']"
Château Saint-Paul Haut-Médoc AOC Cru Bourgeois,Frankreich,2019,17.95,3.6,2621,"['72.383%', '64.8469%', '3.14071%', '69.7662%']"
Douro DOC Altano Symington Family Estates,Portugal,2021,9.95,4.3,3177,"['75.8221%', '56.5613%', '27.8981%', '42.7416%']"
Fine Food Châteauneuf-du-Pape AOC Domaine de la Côte de l'Ange,Frankreich,2021,34.95,4.1,3519,"['84.9987%', '42.9064%', '7.65679%', '48.6255%']"
Primitivo di Manduria DOC Identità,Italien,2019,26.50,3.9,2844,"['62.5263%', '22.9692%', '43.7646%', '20.4987%']"
Primitivo di Manduria DOP Luccarelli,Italien,2020,14.50,4.4,21447,None
Rioja DOCa Selección Especial Cooperation Wines Cune,Spanien,2018,18.95,3.6,574,"['58.0925%', '70.063%', '2.61661%', '59.1056%']"
Barolo DOCG Rocche dei Manzoni,Italien,2019,44.50,4.3,4286,"['63.71%', '73.5678%', '9.35026%', '79.2373%']"
Bourgogne AOC Pinot Noir Mercurey Les Montelons Domaine Adélie,Frankreich,2021,26.50,3.9,1866,"['27.9937%', '21.6476%', '0.988993%', '65.8459%']"
Cabernet Sauvignon Valley Oaks California Fetzer,USA,2020,15.50,3.5,11325,"['83.8741%', '53.2345%', '11.9687%', '43.3566%']"
Châteauneuf-du-Pape AOP Château Mont-Redon,Frankreich,2019,47.95,4.2,20898,"['83.9551%', '39.4707%', '8.13035%', '44.0178%']"
Chianti DOCG Selezione Donatello,Italien,2020,4.95,3.1,214,"['38.4917%', '53.7104%', '0.07292%', '65.4938%']"
Piemont Nebbiolo Barbaresco Piazzo Argè,Italien,2020,22.50,4.0,208,"['56.3289%', '67.0168%', '9.26846%', '76.1393%']"
Sicilia IGT Rosso Corvo,Italien,2021,8.95,3.5,22910,"['70.8221%', '39.5235%', '28.7587%', '32.0204%']"
Valais AOC Syrah Cayas Jean-René Germanier,Schweiz,2021,39.95,3.8,3061,"['64.5458%', '58.5149%', '8.73389%', '55.6124%']"
Vino de la Tierra de Castilla Tinto Mía Freixenet,Spanien,2021,6.95,3.9,214,"['71.4413%', '55.6675%', '5.75%', '26.5263%']"
Beaune du Château Domaine Bouchard Père et Fils AOC,Frankreich,2020,39.95,4.1,13421,"['33.0105%', '24.3481%', '2.83129%', '62.0978%']"
Bordeaux supérieur AOC Baron Eugène Haussmann,Frankreich,2020,5.95,3.5,5886,"['60.3604%', '52.4116%', '12.9566%', '56.7714%']"
Château Chasse-Spleen Moulis en Médoc AOC,Frankreich,2019,44.95,4.0,33416,None
Femar Roma DOC Rosso,Italien,2021,14.95,3.8,2886,"['51.691%', '43.9622%', '14.0212%', '42.5914%']"
Hautes-Côtes de Nuits Les Dames Huguette 6x 75cl,Frankreich,2023,129.00,4.0,625,"['54.956%', '4.68215%', '46.0031%']"
La Côte AOC Château d`Allaman,Schweiz,2022,14.95,3.5,460,None
La Côte AOC Luins Rouge Collection Berner Geschichte,Schweiz,2022,7.95,3.0,67,None
Malbec Mendoza Argentina Bodega Septima,Argentinien,2022,14.50,3.4,30540,"['62.0843%', '25.9984%', '18.9675%', '36.9385%']"
Vacqueyras AOC Beaumiral Cave de Gigondas,Frankreich,2022,9.95,3.7,506,"['66.7978%', '53.6152%', '2.15273%', '50.7082%']"
Château de Dracy Bourgogne AOC,Frankreich,2021,12.50,3.6,5817,"['29.7145%', '23.0782%', '2.4528%', '62.7924%']"
Givry 1er Cru la Grande Berge 6x 75cl,Frankreich,2023,159.00,4.2,1520,"['42.2632%', '5.46053%', '44.1722%']"
Hautes-Côtes de Beaune Le Clou 6x 75cl,Frankreich,2023,119.70,3.9,184,"['38.0041%', '23.8946%', '0px', '64.5186%']"
Naturaplan Bio Château Gombaude-Guillot Pomerol L'école Famille Laval,Frankreich,2019,47.50,4.3,3404,"['74.7643%', '50.2031%', '5.35638%', '52.2332%']"
Navarra DO Gran Feudo Crianza 626 Barricas,Spanien,2017,8.95,3.3,351,"['52.3441%', '51.1883%', '9.458%', '38.3239%']"
Poggio Solivo Merlot Ticino DOC,Schweiz,2020,9.95,3.4,478,"['60.1388%', '45.6977%', '8.26824%', '56.1518%']"
Sangiovese di Romagna DOC Appassimento Galante,Italien,2021,9.95,4.0,62,"['67.5%', '43.4%', '8.5%', '19%']"
Terre di Chieti IGT Leggermente Appassite Patroferno,Italien,2021,13.50,4.2,25,"['44.6395%', '37.6861%', '0px', '35.5465%']"
Toscana IGT Rèmole Rosso Frescobaldi,Italien,2022,9.50,3.6,44184,"['42.1008%', '38.5194%', '5.18006%', '45.0895%']"
Barolo DOCG Palladino,Italien,2019,9.95,4.0,3975,None
"Naturaplan Bio Blauer Zweigelt Biokult, Niederösterreich Qualitätswein",Österreich,2022,11.50,3.1,178,"['42.5%', '56.8229%', '0px', '65.8802%']"
Naturaplan Bio-Côtes du Roussillon AOP John Wine Cazes,Frankreich,2022,8.70,3.6,329,"['64.0636%', '57.7696%', '5.95957%', '64.5326%']"
Naturaplan Bio-Pinot Noir Neuchâtel AOC Domaine des Coccinelles,Schweiz,2022,19.50,3.5,207,"['18.1143%', '20.1626%', '0px', '72.303%']"
Primitivo di Manduria DOC Identità,Italien,2018,26.50,3.9,2844,"['62.5263%', '22.9692%', '43.7646%', '20.4987%']"
Priorat DOQ Ritme Acustic Celler,Spanien,2021,13.95,3.9,8229,"['84.5273%', '48.659%', '10.0506%', '53.3574%']"
Valais AOC Pinot Noir Telegram Maye,Schweiz,2022,14.95,3.8,62,"['13.7866%', '27.2317%', '6.98171%', '63.8598%']"
Château du Glana Saint-Julien AC,Frankreich,2018,24.95,3.9,9300,None
Colchagua Valley Carmenère Los Vascos,Chile,2019,17.50,3.9,3766,"['75.3552%', '33.3314%', '5.74816%', '43.1171%']"
Genève AOC Gamaret La clémence Cave de Genève,Schweiz,2020,19.95,3.5,408,None
Naturaplan Bio Château Peybonhomme Les Tours AOC,Frankreich,2021,12.50,3.9,2641,"['63.1717%', '11.275%', '38.522%']"
Naturaplan Bio-Côtes Catalanes IGP Le Canon du Marechal Cazes,Frankreich,2022,9.95,3.4,2256,"['64.2627%', '53.6599%', '6.90833%', '58.7198%']"
Ticino DOC Merlot Biasca Premium,Schweiz,2021,21.95,3.7,1375,"['62.1212%', '39.1915%', '7.96057%', '45.2622%']"
Ticino DOC Merlot Collivo Riserva,Schweiz,2020,21.50,3.8,689,"['56.4886%', '42.9226%', '9.75437%', '49.2649%']"
Toscana IGT Rosso Villa Antinori,Italien,2020,11.50,3.8,123255,None
Valais AOC Dôle Valisiana,Schweiz,,5.50,3.1,202,"['41.3095%', '17.5%', '27.0238%', '77.9762%']"
Toscana IGT Ca'Marcanda Promis di Angelo Gaja,Italien,2021,47.95,4.1,49074,"['49.322%', '40.0115%', '5.77678%', '45.6304%']"
Château Fonplégade Saint-Emilion AC Grand Cru Classé,Frankreich,2018,49.95,4.2,6519,"['74.5028%', '54.968%', '5.55046%', '52.4558%']"
"Châteauneuf-du-Pape AOP, Mémora",Frankreich,2021,26.95,4.3,786,"['85%', '34.8191%', '0px', '44.2786%']"
Châteauneuf-du-Pape AOP Château de Nalys E. Guigal,Frankreich,2016,64.95,4.1,6279,None
Gigondas AOP Château Saint-André,Frankreich,2022,9.50,3.8,4057,"['80.3873%', '38.5045%', '7.8588%', '44.3695%']"
Rioja DOCa Reserva Ondarre,Spanien,2019,9.95,3.9,24815,"['63.9008%', '60.6697%', '7.2376%', '60.1683%']"
Savigny-lès-Beaune 1er Cru Ies Vergelesses 6x 75cl,Frankreich,2023,185.70,4.1,1374,"['33.4657%', '23.854%', '2.96247%', '65.2841%']"
Vin de Pays Roman Rouge Apologia,Schweiz,2022,13.95,3.6,2075,None
Château Langoa-Barton Saint-Julien AC 3ème Cru Classé,Frankreich,2015,52.50,4.2,12973,None
Château la Pensée Lalande-de-Pomerol,Frankreich,2020,20.95,3.9,820,"['65.2754%', '52.7512%', '0px', '51.0875%']"
Chianti Classico DOCG Riserva La Madonnina Triacca,Italien,2018,14.95,3.5,3292,"['45.6933%', '60.8658%', '0.791398%', '63.5052%']"
Lavaux AOC Saint Saphorin Domaine des Faverges Grand Cru,Schweiz,2022,20.95,3.6,607,None
Naturaplan Bio Chianti classico Concadoro DOCG,Italien,2020,12.95,3.2,456,"['44.7235%', '63.0971%', '7.375%', '62.2721%']"
Neusiedlersee DAC Zweigelt Scheiblhofer,Österreich,2022,10.95,3.6,1508,"['44.4736%', '47.2182%', '16.6807%', '59.3719%']"
Santenay 1er Cru Clos des Mouches 6x 75cl,Frankreich,2023,173.70,4.2,722,"['32.5334%', '22.8982%', '13.1115%', '61.9811%']"
Château d'Escurac Médoc AC,Frankreich,2018,22.50,3.8,2777,"['71.6834%', '73.5671%', '8.76809%', '67.8081%']"
Châteauneuf-du-Pape AOP Château La Nerthe,Frankreich,2020,49.95,4.2,24451,None
Corton les Hautes-Mourottes Grand Cru 6x 75cl,Frankreich,2023,389.70,4.4,31,"['27.4071%', '16.9857%', '0px', '68.0571%']"
Isola dei Nuraghi IGT Korem Argiolas,Italien,2020,33.95,4.1,5365,"['82.5082%', '43.35%', '26.8012%', '28.5994%']"
Naturaplan Bio Gigondas AOP Terra Amata,Frankreich,2022,18.95,3.4,584,"['61.7062%', '55.4685%', '10.6952%', '53.3733%']"
Rioja Azabache Crianza DOCa,Spanien,2020,5.95,3.5,5689,"['60.1843%', '57.9376%', '11.6868%', '58.5394%']"
Rioja DOCa Reserva Viña Tondonia Lopez de Heredia,Spanien,2011,42.50,4.2,74325,None
St-Estèphe AOC Château Tour de Pez,Frankreich,2016,23.95,3.8,5813,"['74.3176%', '74.753%', '7.38039%', '72.8931%']"
Valais AOC Syrah Valisiana,Schweiz,,8.95,3.3,138,"['59.891%', '65.4079%', '3.00188%', '55.2312%']"
Naturaplan Bio Catalunya DO Boira Garnatxa Negra Raimat,Spanien,2019,15.95,3.4,1262,"['74.5885%', '42.5844%', '8.28675%', '42.3324%']"
Pinotage Durbanville WO South Africa Diemersdal,Südafrika,2022,22.95,3.9,5627,None
Rasteau AOP Château Saint-André,Frankreich,2021,12.95,3.8,4057,"['80.3873%', '38.5045%', '7.8588%', '44.3695%']"
Amarone della Valpolicella Conte di Valle Palazzo Maffei DOC,Italien,2017,41.95,4.2,2338,"['83.4866%', '22.2669%', '51.1548%', '23.1804%']"
Bolgheri DOC Il Seggio Poggio al Tesoro,Italien,2021,33.50,4.1,16101,None
Maremma Toscana IGT Botrosecco Le Mortelle Marchesi Antinori,Italien,2021,21.95,3.9,10114,None
Ribera del Duero DO Tempranillo Roble Nebla Vicente Gandia,Spanien,2022,6.70,3.1,182,"['67.5%', '62.2235%', '0px', '67.9546%']"
Rioja DOCa Reserva Bodegas Roda,Spanien,2019,31.50,4.2,27237,"['64.2269%', '61.9301%', '12.1139%', '59.9852%']"
Magnum Toscana IGT Insoglio del Cinghiale Tenuta di Biserno,Italien,2021,52.00,4.0,28456,None
Alentejo DOC Reserva Herdade do Peso,Portugal,2020,24.50,4.1,5827,"['75.0865%', '46.122%', '15.9903%', '39.8211%']"
Amarone della Valpolicella DOCG Riserva Conte di Valle Palazzo Maffei,Italien,2016,41.95,4.2,2338,"['83.4866%', '22.2669%', '51.1548%', '23.1804%']"
Cabernet Sauvignon Coonawarra The Siding Wynns Estate,Australien,2021,14.95,3.6,4673,"['65.9876%', '52.7971%', '11.6003%', '50.8015%']"
Cabernet Sauvignon Wester Cape South Africa WO Selection Kleine Zalze,Südafrika,2020,21.50,3.1,165,"['60.9939%', '64.8773%', '18.2117%', '63.3804%']"
Chianti Classico DOCG Riserva La Madonnina Triacca,Italien,2018,8.95,3.5,3292,"['45.6933%', '60.8658%', '0.791398%', '63.5052%']"
Graubünden AOC Maienfeld Pinot Noir Bündner Banner,Schweiz,2022,17.95,3.6,549,"['9.20675%', '16.6445%', '8.68253%', '72.0926%']"
Magnum Amarone della Valpolicella Classico DOCG Zeni,Italien,2019,49.95,4.2,15610,None
Naturaplan Bio Alicante DO Viñas Viejas Castillo de Alicante,Spanien,2018,8.95,3.4,261,"['55.2565%', '47.2794%', '0px', '48.4379%']"
Nederburg Cabernet Sauvignon Western Cape WO,Südafrika,2021,15.50,3.6,2830,"['71.0047%', '64.4311%', '8.47547%', '59.1288%']"
Provincia di Verona IGT Corvina Ripa Magna,Italien,2021,15.50,4.1,14727,"['64.081%', '40.2505%', '20.1321%', '30.0209%']"
Rioja Reserva DOCa Viña Real,Spanien,2017,12.65,3.8,12425,None
Sardegna IGT Turriga Isola dei Nuraghi Argiolas,Italien,2019,84.00,4.4,15707,None
Sforzato di Valtellina DOCG San Domenico Triacca,Italien,2018,29.50,4.0,2661,"['65.0643%', '75.1356%', '16.4186%', '78.6079%']"
Toscana IGT Sangiovese Fontalloro Fèlsina,Italien,2019,47.50,4.2,13634,"['50.9029%', '45.373%', '9.93018%', '49.6938%']"
Château Beau-Séjour Bécot Saint-Emilion 1er Grand Cru Classé B AOC,Frankreich,2018,82.50,4.3,12798,None
Langhe DOC Nebbiolo Argo Villadoria,Italien,2021,9.95,3.6,671,"['66.5221%', '76.9172%', '0px', '84.603%']"
Naturaplan Bio Languedoc-Roussillon Cap au Sud Domaine Cazes,Frankreich,2021,7.50,3.5,4294,"['61.9854%', '51.8081%', '10.7423%', '55.7671%']"
Ribera del Duero DO Pruno Finca Villacreces,Spanien,2020,12.70,3.8,39292,"['62.6217%', '57.4704%', '10.0558%', '61.4452%']"
Ripasso della Valpolicella DOC Superiore Brigaldara,Italien,2021,16.50,3.9,7151,"['63.8917%', '39.7449%', '32.894%', '29.0211%']"
Salento IGP Susumaniello Feudi Salentini,Italien,2021,13.00,4.1,180,"['69.6984%', '33.3619%', '22.8399%', '27.5551%']"
Ticino DOC Merlot Giornico Oro Gialdi Vini,Schweiz,2021,24.95,3.8,2008,"['59.6022%', '37.8034%', '17.0947%', '45.5666%']"
Vinho Regional Alentejano Reserva Howards Folly,Portugal,2016,29.95,4.2,616,None
Douro DOC Pomares Tinto Quinta Nova,Portugal,2021,11.50,3.9,5316,None
Château Franc Grace-Dieu Grand Cru St-Emilion AOC,Frankreich,2019,24.95,3.7,3343,"['71.4985%', '58.7682%', '3.41697%', '54.8274%']"
Château Phélan-Ségur Saint-Estèphe AC,Frankreich,2020,57.50,4.1,28449,None
Dão DOC Taboadella Touriga Nacional Reserva,Portugal,2020,23.50,4.1,829,"['63.7132%', '50.2078%', '2.95101%', '54.5199%']"
Ladoix 1er Cru les Basses Mourottes 6x 75cl,Frankreich,2023,179.70,4.0,305,"['35.7584%', '25.6077%', '1.57678%', '64.1517%']"
Maremma Toscana DOC Poggio Bestiale Fattoria di Magliano,Italien,2018,37.50,4.0,3323,"['53.8723%', '45.3679%', '10.6521%', '46.0186%']"
Neuchâtel AOC Pinot Noir Domaine Saint-Sébaste,Schweiz,2022,21.95,3.7,408,"['14.2443%', '17.9252%', '6.53629%', '67.0714%']"
Neusiedlersee DAC Zweigelt Unplugged Hannes Reeh,Österreich,2021,24.95,4.1,10103,None
Valais AOC Assemblage Rouge La Perle Noire Domaine du Mont d'Or,Schweiz,2022,19.95,3.8,573,None
Valais AOC Syrah Les Perlines Maison Gilliard,Schweiz,2022,19.95,3.8,408,"['64.8129%', '64.4831%', '12.3006%', '57.4034%']"
Western Cape WO Manor Nederburg House Cabernet Sauvignon,Südafrika,2019,14.50,3.5,3865,"['75.2297%', '62.6543%', '13.0266%', '61.9067%']"
Beffroi du Barrail Saint Emilion AOC,Frankreich,2020,10.95,3.9,3220,"['72.6717%', '55.4555%', '3.91954%', '52.4396%']"
Cabernet Sauvignon California Founders' Estate Beringer 6x 75cl,USA,2020,49.50,3.7,39181,"['85%', '52.7225%', '13.9572%', '42.781%']"
Château Rouget Pomerol AOC,Frankreich,2017,45.95,4.2,7355,None
Dolcetto d'Alba DOC Piazzo,Italien,2021,8.95,3.2,316,"['49.5332%', '42.2861%', '14.0605%', '30.2656%']"
Geschenkbox 2x75cl Sicilia DOC Noto Rosso Zisola & Sicilia DOC Doppiozeta Noto Rosso Zisola,Italien,,44.25,4.0,3457,"['71.0102%', '42.0743%', '22.1956%', '35.2587%']"
Gevrey-Chambertin 1er cru la Romanée Monopole 6x 75cl,Frankreich,2023,525.00,4.3,646,"['43.8045%', '40.3105%', '6.42949%', '71.8626%']"
Magnum Toscana IGT Rosso Villa Antinori,Italien,2020,39.50,3.8,123255,None
Naturaplan Bio Nussbaumer Cuvée Barrique,Schweiz,2022,12.95,3.8,174,None
Nuits-Saint-Georges AOC Bichot,Frankreich,2021,46.50,4.0,1742,"['41.274%', '34.5939%', '6.00605%', '66.7133%']"
Rioja DOCa Gran Reserva Marqués de Riscal,Spanien,2016,43.50,4.2,22695,"['65.5419%', '58.5532%', '9.80006%', '60.2741%']"
Valais AOC Humagne Rouge Bibacchus,Schweiz,2021,9.30,3.6,2211,None
Aigle Noir G. Bertrand Pays d'Oc IGP,Frankreich,2022,13.95,3.5,1876,"['50.3234%', '49.6852%', '0.820038%', '61.5406%']"
Carmel King David Concord Koscher,Carmel,,16.95,3.3,241,"['64%', '53.1579%', '28.6053%', '42.5%']"
Château Laroque Saint-Émilion Grand Cru Classé AOC,Frankreich,2017,36.50,4.1,19842,"['72.3165%', '56.078%', '7.95096%', '53.5459%']"
Château Rol Valentin Saint-Emilion AOC Grand Cru,Frankreich,2018,32.95,4.1,3751,"['73.2885%', '52.2959%', '14.2549%', '50.5699%']"
Free From Naturae Syrah Pays d'Oc IGP,Frankreich,2022,9.95,3.5,2385,"['61.8022%', '55.216%', '6.89027%', '62.3419%']"
Langhe DOC Nebbiolo Sogni al Campo Terre da Vino,Italien,2021,15.90,3.3,184,"['39.5491%', '58.0617%', '18.4335%', '57.8244%']"
Manduria DOP Primitivo Uno Riserva Masseria la Volpe,Italien,2020,19.95,4.3,3695,"['69.4195%', '26.2311%', '42.2514%', '13.4217%']"
Naturaplan Bio Château Peybonhomme Les Tours Cru Bourgeois AOC,Frankreich,2021,6.95,3.5,1666,"['64.8245%', '63.0158%', '4.57865%', '67.0101%']"
Toscana IGT Il Pino di Biserno Tenuta di Biserno,Italien,2021,52.50,4.3,19398,None
Valais AOC Humagne Rouge Maître de Chais,Schweiz,2021,28.95,3.6,579,None
Chianti Classico DOCG Riserva Villa Antinori,Italien,2021,22.50,4.0,45107,"['48.8189%', '55.743%', '5.98123%', '62.685%']"
Babić Dalmatian Ego Fjaka Galić,Kroatien,2021,12.50,3.9,155,"['67.5%', '49.2308%', '0px', '42.5%']"
Genève AOC Merlot Barrique Domaine des Charmes,Schweiz,2021,25.95,3.8,82,"['45.1974%', '36.5965%', '0px', '51.6667%']"
Graubünden AOC Jeninser Pinot Noir Jürg Obrecht,Schweiz,2022,18.50,3.7,446,"['2.30488%', '19.6159%', '16.7117%', '64.3171%']"
Pays d'Oc IGP La Cuvée Mythique,Frankreich,2021,6.95,3.5,520,"['60.807%', '61.0322%', '4.659%', '63.3989%']"
Valais AOC Assemblage Rouge La Perle Noire Domaine du Mont d'Or,Schweiz,2022,19.95,3.8,573,None
Valais AOC Syrah Les Perlines Maison Gilliard,Schweiz,2022,19.95,3.8,408,"['64.8129%', '64.4831%', '12.3006%', '57.4034%']"
Western Cape WO Manor Nederburg House Cabernet Sauvignon,Südafrika,2019,14.50,3.5,3865,"['75.2297%', '62.6543%', '13.0266%', '61.9067%']"
Beffroi du Barrail Saint Emilion AOC,Frankreich,2020,10.95,3.9,3220,"['72.6717%', '55.4555%', '3.91954%', '52.4396%']"
Cabernet Sauvignon California Founders' Estate Beringer 6x 75cl,USA,2020,49.50,3.7,39181,"['85%', '52.7225%', '13.9572%', '42.781%']"
Château Rouget Pomerol AOC,Frankreich,2017,45.95,4.2,7355,None
Dolcetto d'Alba DOC Piazzo,Italien,2021,8.95,3.2,316,"['49.5332%', '42.2861%', '14.0605%', '30.2656%']"
Geschenkbox 2x75cl Sicilia DOC Noto Rosso Zisola & Sicilia DOC Doppiozeta Noto Rosso Zisola,Italien,,44.25,4.0,3457,"['71.0102%', '42.0743%', '22.1956%', '35.2587%']"
Gevrey-Chambertin 1er cru la Romanée Monopole 6x 75cl,Frankreich,2023,525.00,4.3,646,"['43.8045%', '40.3105%', '6.42949%', '71.8626%']"
Magnum Toscana IGT Rosso Villa Antinori,Italien,2020,39.50,3.8,123255,None
Naturaplan Bio Nussbaumer Cuvée Barrique,Schweiz,2022,12.95,3.8,174,None
Nuits-Saint-Georges AOC Bichot,Frankreich,2021,46.50,4.0,1742,"['41.274%', '34.5939%', '6.00605%', '66.7133%']"
Rioja DOCa Gran Reserva Marqués de Riscal,Spanien,2016,43.50,4.2,22695,"['65.5419%', '58.5532%', '9.80006%', '60.2741%']"
Valais AOC Humagne Rouge Bibacchus,Schweiz,2021,9.30,3.6,2211,None
Aigle Noir G. Bertrand Pays d'Oc IGP,Frankreich,2022,13.95,3.5,1876,"['50.3234%', '49.6852%', '0.820038%', '61.5406%']"
Carmel King David Concord Koscher,Carmel,,16.95,3.3,241,"['64%', '53.1579%', '28.6053%', '42.5%']"
Château Laroque Saint-Émilion Grand Cru Classé AOC,Frankreich,2017,36.50,4.1,19842,"['72.3165%', '56.078%', '7.95096%', '53.5459%']"
Château Rol Valentin Saint-Emilion AOC Grand Cru,Frankreich,2018,32.95,4.1,3751,"['73.2885%', '52.2959%', '14.2549%', '50.5699%']"
Free From Naturae Syrah Pays d'Oc IGP,Frankreich,2022,9.95,3.5,2385,"['61.8022%', '55.216%', '6.89027%', '62.3419%']"
Langhe DOC Nebbiolo Sogni al Campo Terre da Vino,Italien,2021,15.90,3.3,184,"['39.5491%', '58.0617%', '18.4335%', '57.8244%']"
Manduria DOP Primitivo Uno Riserva Masseria la Volpe,Italien,2020,19.95,4.3,3695,"['69.4195%', '26.2311%', '42.2514%', '13.4217%']"
Naturaplan Bio Château Peybonhomme Les Tours Cru Bourgeois AOC,Frankreich,2021,6.95,3.5,1666,"['64.8245%', '63.0158%', '4.57865%', '67.0101%']"
Toscana IGT Il Pino di Biserno Tenuta di Biserno,Italien,2021,52.50,4.3,19398,None
Valais AOC Humagne Rouge Maître de Chais,Schweiz,2021,28.95,3.6,579,None
Chianti Classico DOCG Riserva Villa Antinori,Italien,2021,22.50,4.0,45107,"['48.8189%', '55.743%', '5.98123%', '62.685%']"
Babić Dalmatian Ego Fjaka Galić,Kroatien,2021,12.50,3.9,155,"['67.5%', '49.2308%', '0px', '42.5%']"
Genève AOC Merlot Barrique Domaine des Charmes,Schweiz,2021,25.95,3.8,82,"['45.1974%', '36.5965%', '0px', '51.6667%']"
Graubünden AOC Jeninser Pinot Noir Jürg Obrecht,Schweiz,2022,18.50,3.7,446,"['2.30488%', '19.6159%', '16.7117%', '64.3171%']"
Pays d'Oc IGP La Cuvée Mythique,Frankreich,2021,6.95,3.5,520,"['60.807%', '61.0322%', '4.659%', '63.3989%']"
Rasteau AOC Château Saint-André,Frankreich,2022,12.95,3.8,4057,"['80.3873%', '38.5045%', '7.8588%', '44.3695%']"
Ribera del Duero DO Prima,Spanien,2021,11.20,3.6,5402,"['59.741%', '56.9138%', '14.9442%', '59.6262%']"
Toscana IGT Governo all'uso Toscano,Italien,2018,7.50,4.0,15100,"['53.0255%', '38.6686%', '17.9167%', '41.0095%']"
Valais AOC Humagne Rouge Les Perlines Maison Giliard,Schweiz,2022,19.95,3.7,63,None
Château Labégorce Margaux AOC,Frankreich,2017,34.95,4.0,17778,"['64.4306%', '64.8557%', '4.13551%', '72.0453%']"
Beaujolais Gamay Juliénas Georges Duboeuf,Frankreich,2019,11.50,4.0,222,"['0px', '4.12615%', '0px', '85%']"
Los Vascos Cabernet Sauvignon Chile Barons de Rothschild,Chile,2020,6.95,3.5,1124,"['78.2611%', '45.7897%', '5.23473%', '43.9744%']"
