Name,Land,Jahr,Preis,Bewertung,Anzahl Bewertungen,In Aktion,Farbe,Leicht / Üppig,Sanft / Tanninhaltig,Trocken / Süss,Weich / Säurehaltig,Preis/Rating,Rating/Preis,Robert Parker
Rasteau AOP Domaine Beau Mistral,Frankreich,2020,17.95,3.7,795,0,R,68.191,50.132,10.2588,54.2365,4.851351351,0.206128134,93.5
Rebula Quercus Goriska Klet Brda,Slowenien,2021,9.95,3.6,1977,0,W,41.4587,0,48.8271,,2.763888889,0.361809045,Keine Punktzahl
Rebula Quercus Goriska Klet Brda,Slowenien,2022,9.95,3.6,1977,0,W,41.4587,0,48.8271,,2.763888889,0.361809045,Keine Punktzahl
Red Blend Chile Colchagua Acrux Viña Sutil,Chile,2019,19.95,3.9,3639,0,R,80.798,51.1587,13.9768,47.1327,5.115384615,0.195488722,94
Red Blend Clancys Peter Lehmann,Australien,2021,8.75,3.6,7376,1,R,77.694,47.7018,20.1441,41.2907,2.430555556,0.411428571,94.4
Red Blend Clancys Peter Lehmann,Australien,2017,8.75,3.6,7376,1,R,77.694,47.7018,20.1441,41.2907,2.430555556,0.411428571,89.2
Red Blend Clancys Peter Lehmann,Australien,2019,8.75,3.6,7376,1,R,77.694,47.7018,20.1441,41.2907,2.430555556,0.411428571,92.2
Red Blend Mendoza Argentina Loco Selection Dieter Meier,Argentinien,2021,9.95,3.8,1234,1,R,71.6042,52.375,11.2354,43.1333,2.618421053,0.381909548,Keine Punktzahl
Réserve du Château Croix Mouton Bordeaux Supérieur AC,Frankreich,2016,14.5,3.6,766,0,R,60.0291,54.8052,7.58472,49.5367,4.027777778,0.248275862,94.1
Rheingau Kiedricher Riesling QbA trocken Eva Fricke,Deutschland,2020,19.95,3.9,39,0,W,44.8058,12.7621,85,,5.115384615,0.195488722,94.5
Rheingau Kiedricher Riesling QbA trocken Eva Fricke,Deutschland,2022,19.95,3.9,39,0,W,44.8058,12.7621,85,,5.115384615,0.195488722,Keine Punktzahl
Rheingau QbA Riesling Mélange Eva Fricke,Deutschland,2020,32.5,4.3,242,0,W,39.7617,2.79155,74.3667,,7.558139535,0.132307692,94.5
Rheingau QbA Riesling Mélange Eva Fricke,Deutschland,2021,32.5,4.3,242,0,W,39.7617,2.79155,74.3667,,7.558139535,0.132307692,95.5
Rheingau QbA Riesling Trocken Eva Fricke,Deutschland,2020,15.95,3.9,39,0,W,44.8058,12.7621,85,,4.08974359,0.244514107,94.5
Rheingau QbA Riesling Trocken Eva Fricke,Deutschland,2021,15.95,3.9,39,0,W,44.8058,12.7621,85,,4.08974359,0.244514107,95.5
Rheingau QbA Riesling Trocken Eva Fricke,Deutschland,2022,15.95,3.9,39,0,W,44.8058,12.7621,85,,4.08974359,0.244514107,Keine Punktzahl
Rheingau Riesling Hochheim Hölle Grosses Gewächs Weingut Künstler,Deutschland,2021,48,4.2,1883,0,W,49.8062,12.687,71.1604,,11.42857143,0.0875,95.5
Rheingau Riesling Kabinett Rotlack Schloss Johannisberg,Deutschland,2021,29.5,4,2849,0,W,42.9166,20.4591,84.8771,,7.375,0.13559322,95.5
Rheingau Riesling Lorcher Krone QbA Eva Fricke,Deutschland,2016,44.5,3.7,28,0,W,40.3809,17.6482,80.4114,,12.02702703,0.083146067,92.5
Rheingau Riesling Lorcher Schlossberg QbA Eva Fricke,Deutschland,2017,44.5,3.7,28,0,W,40.3809,17.6482,80.4114,,12.02702703,0.083146067,95
Rheingau Riesling Lorcher Schlossberg QbA Eva Fricke,Deutschland,2018,44.5,3.7,28,0,W,40.3809,17.6482,80.4114,,12.02702703,0.083146067,95.5
Rheingau Riesling QbA Verde Eva Fricke,Deutschland,2020,18.5,4.1,254,0,W,32.9206,11.2732,74.4209,,4.512195122,0.221621622,94.5
Rheingau Riesling Spätese Goldkapsel QbA Eva Fricke,Deutschland,2017,69,3.9,39,0,W,44.8058,12.7621,85,,17.69230769,0.056521739,95
Rheingau Riesling Trocken Gelblack Schloss Johannisberg,Deutschland,2022,15.95,4,12638,1,W,41.8542,8.93855,83.3217,,3.9875,0.250783699,Keine Punktzahl
Rheingau Riesling Trocken Gelblack Schloss Johannisberg,Deutschland,2021,15.95,4,12638,1,W,41.8542,8.93855,83.3217,,3.9875,0.250783699,95.5
Rheinhessen QbA Grauer Burgunder Weingut Schales,Deutschland,2022,10.95,3.7,340,0,W,47.4601,5.36656,32.7684,,2.959459459,0.337899543,Keine Punktzahl
Rheinhessen QbA Riesling Dittelsheim VDP.Erste Lage Weingut Winter,Deutschland,2019,19.95,3.9,536,0,W,40.5902,10.7166,79.0818,,5.115384615,0.195488722,95.5
Rheinhessen Spätburgunder Edition Peter Keller JUWEL Weine,Deutschland,2017,29.95,3.8,121,0,R,9.95882,25.8611,9.17529,71.5297,7.881578947,0.12687813,93
Rhone AC Crozes-Hermitage Syrah Les Vins de Vienne,Frankreich,2018,30,3.7,213,0,R,61.3324,52.1016,14.9863,39.1896,8.108108108,0.123333333,92.9
Rías Baixas DO Albariño Pazo San Mauro,Spanien,2023,9.95,3.8,10314,1,W,13.0113,8.13,60.9313,,2.618421053,0.381909548,Keine Punktzahl
Ribera del Duero DO 9 Meses Protos,Spanien,2021,15.95,3.9,823,0,R,62.5683,58.8682,12.0458,59.1819,4.08974359,0.244514107,94
Ribera del Duero DO Aalto PS Bodegas y Viñedos Aalto,Spanien,2019,109,4.3,848,0,R,70.0539,54.8187,14.3124,53.9868,25.34883721,0.039449541,93.5
Ribera del Duero DO Aalto PS Bodegas y Viñedos Aalto,Spanien,2020,115,4.3,848,0,R,70.0539,54.8187,14.3124,53.9868,26.74418605,0.037391304,93.2
Ribera del Duero DO Aalto PS Bodegas y Viñedos Aalto,Spanien,2021,109,4.3,848,0,R,70.0539,54.8187,14.3124,53.9868,25.34883721,0.039449541,94
Ribera del Duero DO Conde de San Cristóbal,Spanien,2020,16.45,3.9,14260,1,R,63.9522,50.9235,12.3634,54.4953,4.217948718,0.237082067,93.2
Ribera del Duero DO Conde de San Cristóbal,Spanien,2019,16.45,3.9,14260,1,R,63.9522,50.9235,12.3634,54.4953,4.217948718,0.237082067,93.5
Ribera del Duero DO Crianza Portia,Spanien,2020,11.95,3.7,8948,1,R,63.9711,55.4327,9.7893,61.1586,3.22972973,0.309623431,93.2
Ribera del Duero DO Crianza Protos,Spanien,2019,17.95,3.9,35784,1,R,65.5841,55.8658,12.168,59.2542,4.602564103,0.217270195,93.5
Ribera del Duero DO El Picón Pago de los Capellanes,Spanien,2016,150,4.5,2261,0,R,67.0513,57.1311,16.2358,61.4687,33.33333333,0.03,93.8
Ribera del Duero DO Paramos Legaris,Spanien,2020,22.45,4,971,0,R,66.5769,54.355,12.2331,55.8128,5.6125,0.178173719,93.2
Ribera del Duero DO Prima,Spanien,2021,11.2,3.6,5402,1,R,59.741,56.9138,14.9442,59.6262,3.111111111,0.321428571,94
Ribera del Duero DO Protos Gran Reserva,Spanien,2015,61.9,4.3,12792,0,R,67.5086,56.8695,11.483,61.4214,14.39534884,0.069466882,92.8
Ribera del Duero DO Protos Reserva 5 ano,Spanien,2017,32.95,4.2,24240,0,R,67.4254,57.7483,9.59229,61.401,7.845238095,0.127465857,91.5
Ribera del Duero DO Protos Roble,Spanien,2021,10.45,3.8,58096,1,R,62.4122,53.9999,14.95,58.9749,2.75,0.363636364,94
Ribera del Duero DO Pruno Finca Villacreces,Spanien,2020,12.7,3.8,39292,1,R,62.6217,57.4704,10.0558,61.4452,3.342105263,0.299212598,93.2
Ribera del Duero DO Reserva Legaris,Spanien,2019,27.7,4,4277,1,R,68.7845,59.3776,16.7589,59.6315,6.925,0.144404332,93.5
Ribera del Duero DO Tempranillo Bela Roble,Spanien,2021,11.2,3.8,4540,1,R,61.9947,52.3817,14.2437,58.9004,2.947368421,0.339285714,94
Ribera del Duero DO Tempranillo Roble Nebla Vicente Gandia,Spanien,2022,5.2,3.1,182,1,R,67.5,62.2235,0,67.9546,1.677419355,0.596153846,Keine Punktzahl
Ribera del Duero DO Tempranillo Roble Nebla Vicente Gandia,Spanien,2022,6.7,3.1,182,1,R,67.5,62.2235,0,67.9546,2.161290323,0.462686567,Keine Punktzahl
Ribera del Duero DO Tempranillo Roble Pata Negra,Spanien,2022,6.7,3.5,231,1,R,54.7243,62.0093,8.01852,52.5432,1.914285714,0.52238806,Keine Punktzahl
Ribera del Duero DO Tinto Dominio del Pidio Cillar de Silos,Spanien,2016,68,4.4,2962,0,R,64.1977,52.3486,12.7527,57.225,15.45454545,0.064705882,93.8
Ribera del Duero DO Tinto Fino Roble Legaris,Spanien,2021,19.1,3.4,143,1,R,63.6291,50.7997,0,61.8609,5.617647059,0.178010471,94
Ribera del Duero DO Tinto Fino Valdaya,Spanien,2017,45,3.9,4488,0,R,65.3414,54.5931,9.88505,59.5428,11.53846154,0.086666667,91.5
Ribera del Duero DO Viña Amalio Cillar de Silos,Spanien,2016,75,4.2,603,0,R,62.1716,53.0984,9.76399,59.2631,17.85714286,0.056,93.8
Ribera Protos Finca Grajo Viejo,Spanien,2019,82,4.2,3337,0,R,70.2341,54.716,13.1541,60.8447,19.52380952,0.051219512,93.5
Riesling Braitenpuechtorff Ingrid Groiss,Österreich,2018,14.95,4,132,0,W,49.7037,2.5607,85,,3.7375,0.267558528,93
Riesling Federspiel Ried Loibenberg Domaine Wachau,Österreich,2022,16.95,3.9,740,0,W,49.7853,2.81795,84.0901,,4.346153846,0.230088496,Keine Punktzahl
Riesling Gutswein trocken Pfalz Dr. Bürklin-Wolf,Deutschland,2022,15.95,3.8,4771,0,W,40.5974,4.73859,82.0363,,4.197368421,0.238244514,Keine Punktzahl
Riesling Hochheim Hölle Grosses Gewächs Weingut Künstler,Deutschland,2018,48,4.2,1883,0,W,49.8062,12.687,71.1604,,11.42857143,0.0875,95.5
Riesling Hochheim Hölle Grosses Gewächs Weingut Künstler,Deutschland,2020,48,4.2,1883,0,W,49.8062,12.687,71.1604,,11.42857143,0.0875,94.5
Riesling South Australia Bin 51 Eden Valley Penfolds,Australien,2019,37.5,3.8,2445,0,W,42.4508,0,68.3445,,9.868421053,0.101333333,92.2
Riesling Steinreich Weingut Ansgar Clüsserath,Deutschland,2020,28.9,3.9,904,0,W,42.0816,4.97247,85,,7.41025641,0.134948097,94.5
Riesling Trittenheimer Apotheke Spätlese Weingut Ansgar Clüsserath,Deutschland,2020,29.95,4.1,426,0,W,48.4046,49.9591,63.7851,,7.304878049,0.136894825,94.5
Riesling trocken Geyersberg Weingut Spiess,Deutschland,2020,28.95,3.7,773,0,W,38.7236,0.37572,84.9364,,7.824324324,0.127806563,94.5
Riesling trocken Spiess,Deutschland,2023,9.95,3.7,773,0,W,38.7236,0.37572,84.9364,,2.689189189,0.371859296,Keine Punktzahl
Riesling trocken Spiess,Deutschland,2022,9.95,3.7,773,0,W,38.7236,0.37572,84.9364,,2.689189189,0.371859296,Keine Punktzahl
Riesling trocken vom Schiefer Weingut Ansgar Clüsserath,Deutschland,2020,28.9,3.8,1572,0,W,36.0475,7.69159,82.108,,7.605263158,0.131487889,94.5
Riesling trocken vom Schiefer Weingut Ansgar Clüsserath,Deutschland,2019,28.9,3.8,1572,0,W,36.0475,7.69159,82.108,,7.605263158,0.131487889,95.5
Rioja Azabache Crianza DOCa,Spanien,2020,5.95,3.5,5689,0,R,60.1843,57.9376,11.6868,58.5394,1.7,0.588235294,93.2
Rioja DOC Gran Reserva Bodegas Ondarre,Spanien,2018,19.95,4.1,92276,0,R,61.9754,58.0479,8.25273,59.6461,4.865853659,0.205513784,94.5
Rioja DOCa Blanco Reserva Cune,Spanien,2019,16.95,3.7,221,0,W,71.2335,8.35989,50.5568,,4.581081081,0.218289086,93.5
Rioja DOCa Conde Blanco Barrica Alto,Spanien,2021,24.9,4.1,396,0,W,79.0782,5.42556,49.1911,,6.073170732,0.164658635,94
Rioja DOCa Crianza Bodegas Izadi,Spanien,2020,14.95,3.7,89102,0,R,62.1426,60.5804,7.53641,59.6925,4.040540541,0.247491639,93.2
Rioja DOCa Crianza Cune,Spanien,2020,7.95,3.6,76741,1,R,56.5534,55.6689,9.40905,58.858,2.208333333,0.452830189,93.2
Rioja DOCa Crianza Cune,Spanien,2020,4.65,3.6,76741,1,R,56.5534,55.6689,9.40905,58.858,1.291666667,0.774193548,93.2
Rioja DOCa Crianza Viña Real,Spanien,2019,8.95,3.6,16938,1,R,57.7312,58.6894,9.88322,60.6293,2.486111111,0.402234637,93.5
Rioja DOCa Gran Reserva 904 La Rioja Alta,Spanien,2015,59.95,4.4,46244,0,R,60.865,58.8189,8.33273,61.4909,13.625,0.073394495,92.8
Rioja DOCa Gran Reserva Campo Viejo,Spanien,2016,12.95,3.9,35953,1,R,64.2364,58.8589,7.17106,60.7668,3.320512821,0.301158301,93.8
Rioja DOCa Gran Reserva Faustino I,Spanien,2011,16.75,4.1,92276,1,R,61.9755,58.0482,8.25259,59.6464,4.085365854,0.244776119,88.2
Rioja DOCa Gran Reserva Imperial Bodegas Cune,Spanien,2016,65,4.1,92276,0,R,61.9754,58.0479,8.25273,59.6461,15.85365854,0.063076923,93.8
Rioja DOCa Gran Reserva Imperial Bodegas Cune,Spanien,2014,65,4.1,92276,0,R,61.9754,58.0479,8.25273,59.6461,15.85365854,0.063076923,91.8
Rioja DOCa Gran Reserva Las Flores,Spanien,2013,16.95,3.6,729,0,R,67.5542,67.3691,9.47943,60.5044,4.708333333,0.212389381,90.5
Rioja DOCa Gran Reserva Las Flores,Spanien,2016,16.95,3.6,729,0,R,67.5542,67.3691,9.47943,60.5044,4.708333333,0.212389381,93.8
Rioja DOCa Gran Reserva Marqués de Riscal,Spanien,2016,43.5,4.2,22695,0,R,65.5419,58.5532,9.80006,60.2741,10.35714286,0.096551724,93.8
Rioja DOCa Gran Reserva Viña Real,Spanien,2017,23.95,4.1,7514,0,R,61.1004,58.5951,8.28181,60.9006,5.841463415,0.171189979,91.5
Rioja DOCa La Viña Andres Romeo Bodega Contador,Spanien,2006,114,4.3,1679,0,R,70.0468,64.0514,17.3981,60.4258,26.51162791,0.037719298,87
Rioja DOCa Las Flores,Spanien,2021,8.95,3.6,2114,0,R,58.5512,57.0632,15.1756,64.2845,2.486111111,0.402234637,94
Rioja DOCa Pagos de Viña Real,Spanien,2018,49.5,4.1,751,0,R,66.6746,62.594,19.4245,60.8043,12.07317073,0.082828283,94.5
Rioja DOCa Pata Negra Crianza,Spanien,2018,11.95,3.6,2991,0,R,54.6919,53.0711,18.2231,53.9203,3.319444444,0.30125523,94.5
Rioja DOCa Remírez de Ganuza Blanco Gran Reserva Olagar,Spanien,2014,90,4.5,158,0,W,81.0075,1.79105,54.291,,20,0.05,91.8
Rioja DOCa Remírez de Ganuza Gran Reserva,Spanien,2012,150,4.5,2664,0,R,65.9531,61.0216,8.81902,60.426,33.33333333,0.03,91.8
Rioja DOCa Remírez de Ganuza Gran Reserva,Spanien,2011,150,4.5,2664,0,R,65.9531,61.0216,8.81902,60.426,33.33333333,0.03,88.2
Rioja DOCa Reserva Azabache,Spanien,2018,5.95,3.7,1682,0,R,64.282,60.7261,12.5178,58.8328,1.608108108,0.621848739,94.5
Rioja DOCa Reserva Bodegas Roda,Spanien,2019,31.5,4.2,27237,0,R,64.2269,61.9301,12.1139,59.9852,7.5,0.133333333,93.5
Rioja DOCa Reserva Cune,Spanien,2019,17.95,3.8,38488,0,R,62.6304,59.946,7.86912,59.5939,4.723684211,0.211699164,93.5
Rioja DOCa Reserva Imperial Cune,Spanien,2018,37.5,3.8,38488,0,R,62.6304,59.946,7.86912,59.5939,9.868421053,0.101333333,94.5
Rioja DOCa Reserva In the Name of Wine Bodegas Faustino,Spanien,2018,12.5,4,1133,1,R,52.9424,46.5179,6.20104,47.1602,3.125,0.32,94.5
Rioja DOCa Reserva Las Flores,Spanien,2019,11.95,3.6,2114,0,R,58.5512,57.0632,15.1756,64.2845,3.319444444,0.30125523,93.5
Rioja DOCa Reserva Marqués de Riscal,Spanien,2019,20.95,4.1,227142,0,R,63.8968,59.2479,9.35047,59.4018,5.109756098,0.195704057,93.5
Rioja DOCa Reserva Marqués de Riscal,Spanien,2019,20.95,4.1,227151,0,R,63.8968,59.2479,9.3505,59.4017,5.109756098,0.195704057,93.5
Rioja DOCa Reserva Mayor de Ondarre,Spanien,2018,19.95,3.9,4575,0,R,63.0523,61.6734,2.21818,61.7276,5.115384615,0.195488722,94.5
Rioja DOCa Reserva Ondarre,Spanien,2022,9.95,3.9,24815,1,R,63.9008,60.6697,7.2376,60.1683,2.551282051,0.391959799,Keine Punktzahl
Rioja DOCa Reserva Ondarre,Spanien,2019,9.95,3.9,24815,1,R,63.9008,60.6697,7.2376,60.1683,2.551282051,0.391959799,93.5
Rioja DOCa Reserva Sagasta Bodegas Olarra,Spanien,2018,17.95,3.6,802,0,R,63.6495,56.8075,1.69205,60.1634,4.986111111,0.200557103,94.5
Rioja DOCa Reserva Selección Especial Bodega Viña Ijalba,Spanien,2017,19.95,3.9,166,0,R,70.064,68.2998,11.3933,60.5732,5.115384615,0.195488722,91.5
Rioja DOCa Selección Bodegas Izadi,Spanien,2017,19.95,3.9,6552,0,R,62.4739,61.9617,11.4186,59.4409,5.115384615,0.195488722,91.5
Rioja DOCa Selección Especial Cooperation Wines Cune,Spanien,2018,18.95,3.6,574,0,R,58.0925,70.063,2.61661,59.1056,5.263888889,0.189973615,94.5
Rioja DOCa Tempranillo Blanco Conde Valdemar,Spanien,2022,14.9,3.6,261,0,W,71.1155,11.3614,50.6345,,4.138888889,0.241610738,Keine Punktzahl
Rioja DOCa Tempranillo Bodega Contador Andrés Romeo,Spanien,2014,195,4.3,1679,0,R,70.0468,64.0514,17.3981,60.4258,45.34883721,0.022051282,91.8
Rioja DOCa Tempranillo Bodega Contador Coleccíon No1: La Liende,Spanien,2015,167,4.3,102,0,R,68.9131,64.6848,0.478263,57.5109,38.8372093,0.025748503,92.8
Rioja DOCa Tempranillo Bodega Contador Coleccíon No3: El Bombón,Spanien,2015,167,4.4,128,0,R,68.2065,71.0635,18.2212,65.3887,37.95454545,0.026347305,92.8
Rioja DOCa Tempranillo Campo Viejo,Spanien,2021,3.95,3.6,96980,0,R,62.1853,60.9134,6.87629,60.783,1.097222222,0.911392405,94
Rioja DOCa Tempranillo Campo Viejo,Spanien,2021,9.95,3.6,96980,0,R,62.1853,60.9134,6.87629,60.783,2.763888889,0.361809045,94
Rioja DOCa Tempranillo Laguardia Bideona,Spanien,2019,29.9,3.8,1006,0,R,51.7871,53.9377,18.165,53.0254,7.868421053,0.127090301,93.5
Rioja DOCa Tempranillo Las Parcelas Bideona,Spanien,2020,19.9,4.2,397,0,R,62.1229,53.1023,3.35937,60.4638,4.738095238,0.211055276,93.2
Rioja DOCa Tempranillo Leza Bideona,Spanien,2019,29.9,3.8,1006,0,R,51.7871,53.9377,18.165,53.0254,7.868421053,0.127090301,93.5
Rioja DOCa Tempranillo Orben,Spanien,2018,32,3.6,96980,0,R,62.1853,60.9134,6.87629,60.783,8.888888889,0.1125,94.5
Rioja DOCa Tempranillo Orben,Spanien,2019,32,3.6,96980,0,R,62.1853,60.9134,6.87629,60.783,8.888888889,0.1125,93.5
Rioja DOCa Tempranillo Torre Aldea,Spanien,2022,4.95,3.3,2293,0,R,54.4928,62.8767,13.0193,62.5026,1.5,0.666666667,Keine Punktzahl
Rioja DOCa Tempranillo Torre Aldea,Spanien,2023,4.95,3.3,2293,0,R,54.4928,62.8767,13.0193,62.5026,1.5,0.666666667,Keine Punktzahl
Rioja DOCa Tempranillo Villabuena Bideona,Spanien,2019,29.9,3.8,1006,0,R,51.7871,53.9377,18.165,53.0254,7.868421053,0.127090301,93.5
Rioja DOCa Valdebarón Bodegas Ondarre,Spanien,2017,14.95,4.1,785,0,R,76.184,12.6453,45.0164,,3.646341463,0.274247492,91.5
Rioja DOCa Valdebarón Bodegas Ondarre,Spanien,2019,14.95,4.1,785,0,R,76.184,12.6453,45.0164,,3.646341463,0.274247492,93.5
Rioja DOCa Viña Pomal Gran Reserva,Spanien,2015,29,3.9,4327,0,R,59.8821,59.1187,17.2713,56.731,7.435897436,0.134482759,92.8
Rioja DOCa White Art Collection Bodegas Faustino,Spanien,2023,6.95,3.7,1524,1,W,54.3466,53.6659,15.5802,55.2377,1.878378378,0.532374101,Keine Punktzahl
Rioja Faustino Crianza DoCa,Spanien,2019,11.95,3.6,17606,0,R,55.5115,58.0228,13.1881,57.0037,3.319444444,0.30125523,93.5
Rioja Ondarre Gran Reserva Ondarre,Spanien,2010,19.95,4,1970,0,R,60.5632,62.2192,14.6415,55.9478,4.9875,0.200501253,94.2
Rioja Reserva DOCa Campo Viejo,Spanien,2017,15.95,3.8,80013,0,R,63.5443,59.8607,6.07064,61.5352,4.197368421,0.238244514,91.5
Rioja Tempranillo Prado Enea Gran Reserva Muga,Spanien,2014,79,4.4,25202,0,R,65.0378,61.7624,9.90665,62.0466,17.95454545,0.055696203,91.8
Ripasso della Valpolicella DOC Rocca Alata,Italien,2020,5.5,4,26875,0,R,85,22.7776,48.5099,23.2829,1.375,0.727272727,89.8
Ripasso della Valpolicella DOC Superiore Brigaldara,Italien,2020,16.5,3.9,7151,0,R,63.8917,39.7449,32.894,29.0211,4.230769231,0.236363636,89.8
Ripasso della Valpolicella DOC Superiore Brigaldara,Italien,2021,16.5,3.9,7151,0,R,63.8917,39.7449,32.894,29.0211,4.230769231,0.236363636,Keine Punktzahl
Ripasso della Valpolicella DOC Superiore Conte di Valle Palazzo Maffei,Italien,2018,18.95,3.9,2008,0,R,77.3206,27.3576,38.272,23.0093,4.858974359,0.205804749,90.5
Ripasso della Valpolicella DOC Superiore Conte di Valle Palazzo Maffei,Italien,2017,18.95,3.9,2008,0,R,77.3206,27.3576,38.272,23.0093,4.858974359,0.205804749,88.5
Ripasso della Valpolicella DOC Superiore Vigne Alte Zeni,Italien,2021,14.95,3.8,5330,0,R,62.9127,36.8718,32.2367,26.3023,3.934210526,0.254180602,Keine Punktzahl
Ripasso della Valpolicella Superiore DOC Palazzo Maffei,Italien,2020,16.5,3.9,7339,0,R,65.3152,36.7018,31.1362,24.6443,4.230769231,0.236363636,89.8
Ripasso della Valpolicella Superiore DOC Rovertondo Tenuta Valleselle,Italien,2019,17.5,4.1,9660,0,R,65.3227,37.0486,26.3424,25.0578,4.268292683,0.234285714,93.3
Ripasso della Valpolicella Superiore DOC Rovertondo Tenuta Valleselle,Italien,2021,17.5,4.1,9660,0,R,65.3227,37.0486,26.3424,25.0578,4.268292683,0.234285714,Keine Punktzahl
Roero Arneis DOCG Prunotto,Italien,2021,17.5,3.5,2543,0,W,50.4671,19.7521,51.6905,,5,0.2,94
Roero Arneis DOCG Serra Lupini Angelo Negro,Italien,2022,17.5,3.8,4040,0,W,60.2305,20.9064,53.8846,,4.605263158,0.217142857,Keine Punktzahl
Roero Arneis Riserva DOCG Perdaudin Angelo Negro,Italien,2021,24.5,3.9,1449,0,W,62.773,17.9793,52.4794,,6.282051282,0.159183673,94
Roero DOCG Nebbiolo Prachiosso Angelo Negro,Italien,2020,24.5,3.9,1829,0,R,55.7729,72.7056,5.55757,79.1141,6.282051282,0.159183673,89.8
Rosso del Veronese IGT Campofiorin Masi,Italien,2019,13.95,3.7,74703,0,R,63.9893,38.3726,18.2804,27.6079,3.77027027,0.265232975,93.3
Rosso di Montalcino DOC Campo ai Sassi,Italien,2020,21.95,3.6,9487,0,R,43.5005,42.7888,5.7268,49.0473,6.097222222,0.164009112,89.8
Rosso di Montalcino DOC Campo ai Sassi,Italien,2022,21.95,3.6,9487,0,R,43.5005,42.7888,5.7268,49.0473,6.097222222,0.164009112,Keine Punktzahl
Rosso di Montalcino DOC Sangiovese Val di Suga,Italien,2020,22.95,3.7,4396,0,R,45.7081,41.6376,7.83337,50.7441,6.202702703,0.161220044,89.8
Rosso Verona IGT Cooperation Wines Masi,Italien,2017,15.5,3.7,736,0,R,55.6694,47.8536,24.5822,31.2188,4.189189189,0.238709677,88.5
Rosso Veronese IGT Picaie Cecilia Beretta,Italien,2015,19.9,4.1,1887,0,R,66.173,43.4503,25.1155,29.447,4.853658537,0.206030151,93.6
Rueda DO Verdejo Flor de Vetus,Spanien,2022,13.95,3.8,5732,0,W,23.3873,23.074,51.6545,,3.671052632,0.272401434,Keine Punktzahl
Rueda DO Verdejo Grupo Yllera,Spanien,2022,12.9,3.7,2188,0,W,25.8172,23.344,53.6304,,3.486486486,0.286821705,Keine Punktzahl
Rueda DO Verdejo Las Flores,Spanien,2022,8.95,3.5,201,0,W,16.5397,20.1448,51.5397,,2.557142857,0.391061453,Keine Punktzahl
Rueda DO Verdejo Las Flores,Spanien,2021,8.95,3.5,201,0,W,16.5397,20.1448,51.5397,,2.557142857,0.391061453,94
Rueda DO Verdejo Legaris,Spanien,2022,7.95,3.5,5291,1,W,22.0967,20.9676,52.3114,,2.271428571,0.440251572,Keine Punktzahl
Rueda DO Verdejo Legaris,Spanien,2023,7.95,3.5,5291,1,W,22.0967,20.9676,52.3114,,2.271428571,0.440251572,Keine Punktzahl
Rueda DO Verdejo Marqués de Riscal,Spanien,2022,12.5,3.7,40963,0,W,21.9297,21.3311,52.663,,3.378378378,0.296,Keine Punktzahl
Rueda DO Verdejo Protos,Spanien,2022,11.5,3.7,22295,0,W,24.6735,21.6342,52.4893,,3.108108108,0.32173913,Keine Punktzahl
Rueda DO Verdejo Protos,Spanien,2023,11.5,3.7,22295,0,W,24.6735,21.6342,52.4893,,3.108108108,0.32173913,Keine Punktzahl
Rueda DO Verdejo Protos Eco,Spanien,2022,14.5,3.9,295,0,W,29.8216,14.6645,57.7639,,3.717948718,0.268965517,Keine Punktzahl
Rueda DO Verdejo Sangre de Toro Miguel Torres,Spanien,2021,9.95,3.7,2780,0,W,21.2899,21.8758,52.5301,,2.689189189,0.371859296,94
Rueda DO Verdejo Sauvignon Blanc Pata Negra,Spanien,2022,8.95,3.6,350,0,W,44.5079,0,49.0595,,2.486111111,0.402234637,Keine Punktzahl
Rueda Verdejo Misiva,Spanien,2022,11.5,3.6,144,0,W,17.5,17.5,42.5,,3.194444444,0.313043478,Keine Punktzahl
Saint-Amour AOC Georges Duboeuf,Frankreich,2021,13.95,3.5,1685,0,R,3.84881,16.737,8.3145,76.653,3.985714286,0.250896057,88.5
Saint-Chinian AOC Bardou Laurent Miquel,Frankreich,2016,15.5,4,709,0,R,66.7528,60.9864,5.68182,63.9593,3.875,0.258064516,94.1
Saint-Emilion AC Grand Cru Château Vieux Pourret,Frankreich,2019,14.95,3.9,2495,0,R,75.4124,54.6944,13.4107,53.5555,3.833333333,0.260869565,94.9
Saint-Émilion Grand Cru AOC LHirondelle de Faugères,Frankreich,2019,14.95,3.8,991,0,R,72.8878,56.7579,13.6607,55.4135,3.934210526,0.254180602,94.9
Saint-Estèphe AC Château Tour des Termes,Frankreich,2020,27.5,4,5024,0,R,75.7627,75.911,6.548,73.6389,6.875,0.145454545,93.5
